OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT_PREFIX	MEASUREMENT_UNIT	IS_EXTRACTED	MEASUREMENT_VALUE_TYPE	n_records	n_subjects
-1	laktaatti(verikaasulaite),valtimoveri	mmol/l	mmol/l	FALSE	Source	531	298
3026782	osmolaliteetti,virtsa	mosm/kgh2o	mosm/kgh2o	FALSE	Source	310	256
3006504	l-eosinofiilit			TRUE	Extracted	103	79
3002568	p-fakb	g/l	g/l	FALSE	Source	120	114
-1	p-prop	%	%	FALSE	Source	139	135
-1	s-tria14e			TRUE	Extracted	47	47
3007700	s-ohrae	u/ml	u/ml	FALSE	Source	135	135
-1	s-alfamye			TRUE	Extracted	7	7
-1	s-dna,natiivi,vasta-aineet	iu/ml	iu/ml	FALSE	Source	23	21
3051593	cb-inrpika			TRUE	Extracted	463	437
3006999	s-rnpab			FALSE	Source	15	12
-1	fs-sappihapot	umol/l	umol/l	FALSE	Source	198	142
3016724	p-homokysteiini	umol/l	umol/l	FALSE	Source	31	24
3023323	s-follikkeliastimuloivahormoni	iu/l	iu/l	FALSE	Source	416	376
-1	du-magnesium	mmol	mmol	FALSE	Source	9	9
-1	du-sitraatti	mg/24h	mg/24h	FALSE	Source	11	8
-1	du-fosfaatti,epäorgaaninen	mmol	mmol	FALSE	Source	6	6
-1	kollageni:nbeta-karboksiterminaalinentelopeptidi(ctx)	ug/l	ug/l	FALSE	Source	12	11
-1	p-protrombiini	%	%	FALSE	Source	8	8
-1	p-hyytymistekijäv	%	%	FALSE	Source	26	24
-1	p-kardiolipiini,iggvasta-aineet,plasmasta	u/ml	u/ml	FALSE	Source	56	52
-1	p-hyytymistekijäviii	%	%	FALSE	Source	189	157
-1	p-proteiinic	%	%	FALSE	Source	150	146
-1	p-proteiinis,antigeeni,vapaa	%	%	FALSE	Source	110	106
3010813	cb-leuk-hy	e9/l	e9/l	FALSE	Source	281	238
3016628	p-fidd-hy	mg/l	mg/l	FALSE	Source	119	114
3002030	l-lymf-hy	%	%	FALSE	Source	144	121
3018010	l-neut-hy	%	%	FALSE	Source	144	121
3019069	l-mono-hy	%	%	FALSE	Source	142	119
3006504	l-eos-hy	%	%	FALSE	Source	142	119
3019069	l-baso-hy	%	%	FALSE	Source	143	120
-1	u-ni	umol/l	umol/l	FALSE	Source	747	344
-1	virtsansuhteellinentiheys			TRUE	Extracted	85	57
-1	s-psa(pi)	ug/l	ug/l	FALSE	Source	67	51
-1	pulssi			TRUE	Extracted	133	131
40763571	p-transferriininrautakyllästeisyys	%	%	FALSE	Source	288	228
-1	testosteroni,osatutkimus	nmol/l	nmol/l	FALSE	Source	75	54
-1	eosinofiilit,absol.arvot,osatutkimus(39b-eos)	e9/l	e9/l	FALSE	Source	114	95
-1	basofiilit,absol.arvot,osatutkimus(40b-baso)	e9/l	e9/l	FALSE	Source	114	95
-1	monosyytit,absol.arvot,osatutkimus(42b-monos)	e9/l	e9/l	FALSE	Source	113	94
-1	lymfosyytit,absol.arvot,osatutkimus(43b-lymf)	e9/l	e9/l	FALSE	Source	114	95
-1	lymfosyytit,osatutkimus(46l-lymf)	%	%	FALSE	Source	113	94
3005013	prostataspesifinenantigeeni,vapaa(4900p-psa-v)	ug/l	ug/l	FALSE	Source	95	55
-1	l-neut,osatutkimus(688l-neut)	%	%	FALSE	Source	114	95
-1	b-neut,osatutkimus(689b-neut)	e9/l	e9/l	FALSE	Source	114	95
-1	eosinofiilit,osatutkimus(690l-eos)	%	%	FALSE	Source	114	95
-1	basofiilit,osatutkimus(692l-baso)	%	%	FALSE	Source	128	103
-1	monosyytit,osatutkimus(693l-monos)	%	%	FALSE	Source	113	94
-1	u-kemseul	form	form	FALSE	Source	61	48
-1	s-hein1ry	u/ml	u/ml	FALSE	Source	33	33
-1	s-puu9ry	u/ml	u/ml	FALSE	Source	17	17
-1	s-home1ry	u/ml	u/ml	FALSE	Source	51	51
-1	p-prostataspesifinenantigeeni,vapaa,osuus	%	%	FALSE	Source	204	169
-1	p-fibriinind-dimeeritpika,hoitoyksiköt	mg/l	mg/l	FALSE	Source	86	84
-1	klotsapiini,seerumista	nmol/l	nmol/l	FALSE	Source	23	10
-1	desmetyyliklotsapiini,seerumista,osatutk.3964	nmol/l	nmol/l	FALSE	Source	22	9
-1	klotsapiini,seerumista	umol/l	umol/l	FALSE	Source	77	17
-1	desmetyyliklotsapiini,seerumista,osatutk.3964	umol/l	umol/l	FALSE	Source	77	17
40763571	transferiininrautakyllästeisyys,seerumista,paastotilassa			FALSE	Source	193	108
-1	p-inr-pt	inruikk	inruikk	FALSE	Source	96	33
-1	p-tromboplastiiniaika,inr-tulostus,pikatutkimus	inruikkã¶	inruikkã¶	FALSE	Source	45	34
3036071	s-salmab			TRUE	Extracted	42	41
-1	u-ket-o			FALSE	Source	74	59
40757494	cb-bil	umol/l	umol/l	FALSE	Source	331	151
-1	aspergillusfumigatus,	mg/l	mg/l	FALSE	Source	6	6
-1	aureobasidiumpullulans,igg	mg/l	mg/l	FALSE	Source	7	7
-1	penicillium(5lajia),igg	mg/l	mg/l	FALSE	Source	7	7
-1	s-borrelia,vasta-aineetiggvarmistustutkimus	au/ml	au/ml	FALSE	Source	201	161
-1	s-viseabm			TRUE	Extracted	277	197
-1	s-trypg2			TRUE	Extracted	27	11
-1	s-myplabg	eiu	eiu	FALSE	Source	40	38
-1	p-natriureettinenpeptidi,b-tyypinn-termin.prop.	ng/l	ng/l	FALSE	Source	20	11
-1	happisaturaatiovastaanotolla			FALSE	Source	12	11
3032080	p-tromboplastiiniaika,inr	inr	inr	FALSE	Source	45	25
3004593	s-ascaba	u/ml	u/ml	FALSE	Source	74	69
3008092	s-ascabg	u/ml	u/ml	FALSE	Source	61	56
40761511	b-pvk+t			FALSE	Source	7	7
-1	s-koiranhilse(e5),ige-vasta-aineet	u/ml	u/ml	FALSE	Source	197	197
-1	s-cladosporiumherbarum(m2),ige-vasta-aineet	u/ml	u/ml	FALSE	Source	162	162
3032080	p-tt-inrp	inr	inr	FALSE	Source	16	10
3020460	-crppika	mg/l	mg/l	FALSE	Source	239	88
-1	p-kreatiini,vieritutkimus	umol/l	umol/l	FALSE	Source	33	21
-1	p-natrium,vieritutkimus	mmol/l	mmol/l	FALSE	Source	232	145
-1	p-kalium,vieritutkimus	mmol/l	mmol/l	FALSE	Source	228	143
-1	14257	u/ml	u/ml	FALSE	Source	92	92
40766800	tb1			TRUE	Extracted	102	92
36304997	tb2			TRUE	Extracted	114	101
-1	s-ast			TRUE	Extracted	149	144
-1	b-tvk	%	%	FALSE	Source	177	127
-1	-desialotransferriini	mg/l	mg/l	FALSE	Source	36	34
3004789	-transferriini	g/l	g/l	FALSE	Source	36	34
-1	cp-gluk-po			TRUE	Extracted	1736	135
-1	cp-ohbutlb	mmol/l	mmol/l	FALSE	Source	245	144
3014300	s-b2gpabm			TRUE	Extracted	11	8
-1	kolesterolinjahdl-kolesterolinsuhde	%	%	FALSE	Source	22	22
36304617	s-golim			TRUE	Extracted	113	84
-1	s-codiab	spu/ml	spu/ml	FALSE	Source	57	55
-1	s-clteab	spu/ml	spu/ml	FALSE	Source	68	66
-1	s-nordiat	umol/l	umol/l	FALSE	Source	7	7
-1	p-vwf-aktt	%	%	FALSE	Source	211	130
3019473	li-prot			TRUE	Extracted	259	250
-1	s-parvabg	eiu	eiu	FALSE	Source	67	66
3043849	p-ebvnh	u/ml	u/ml	FALSE	Source	673	226
40766048	s-rnp70-ab	u/ml	u/ml	FALSE	Source	262	225
-1	p-komplementtic1q,vasta-aineet	u/ml	u/ml	FALSE	Source	6	6
3000492	pt-fvspiro			TRUE	Extracted	290	246
-1	s-clteabg	iu/ml	iu/ml	FALSE	Source	117	112
-1	u-kreatiini,virtsasta(u-intp)	mmol/l	mmol/l	FALSE	Source	91	46
-1	p-plasmanneurofilamentti,kevytketju			TRUE	Extracted	88	86
-1	p-tau-proteiini,217-fosforyloitu	ng/l	ng/l	FALSE	Source	74	74
3013466	p-aptaika	s	s	FALSE	Source	136	121
-1	p-f8paiv	%	%	FALSE	Source	213	60
-1	b-kreases	umol/l	umol/l	FALSE	Source	446	142
3010813	b-leuk-o	e9/l	e9/l	FALSE	Source	59	54
-1	s-testo-vi			TRUE	Extracted	19	11
3021788	sy-diffi			FALSE	Source	39	35
-1	14273			TRUE	Extracted	6	6
-1	b-troponiinit(kval)	ng/l	ng/l	FALSE	Source	13	7
-1	s-maksa-1-isoentsyymi(afos)	u/l	u/l	FALSE	Source	225	215
-1	s-maksa-2-isoentsyymi(afos)	u/l	u/l	FALSE	Source	225	215
-1	s-luustoisoentsyymi(afos)	u/l	u/l	FALSE	Source	220	211
-1	b-vt-leuk			TRUE	Extracted	49	47
-1	b-gluk/tt			FALSE	Source	114	30
3050449	cu-alb-mi			FALSE	Source	142	112
-1	s-immunoglobuliini,kevyetketjut,k	mg/l	mg/l	FALSE	Source	81	37
-1	s-immunoglobuliini,kevyetketjut,l	mg/l	mg/l	FALSE	Source	81	37
-1	s-immunoglobuliini,kevyetketjut,k/l			FALSE	Source	81	37
3019309	fe-folat	nmol/l	nmol/l	FALSE	Source	71	56
-1	p-ferritin	ug/l	ug/l	FALSE	Source	95	59
43054903	s-b12-tc2			FALSE	Source	154	123
-1	21799			FALSE	Source	27	26
-1	u-albumiininjakreatin	mg/mmol	mg/mmol	FALSE	Source	12	12
-1	l-erytroblastit	u/100le	u/100le	FALSE	Source	63	24
3029187	s-probnp			TRUE	Extracted	25	24
-1	reumafaktori,seerumista,paastotilassa	iu/ml	iu/ml	FALSE	Source	80	70
-1	borreliaigm,varmistus,seerumista	au/ml	au/ml	FALSE	Source	81	64
-1	borreliaigg,varmistus,seerumista	au/ml	au/ml	FALSE	Source	38	27
-1	fp-jgluk	mmol/l	mmol/l	FALSE	Source	90	90
3032836	fs-jc-pept	nmol/l	nmol/l	FALSE	Source	167	167
-1	fp-gluk/pi			TRUE	Extracted	109	91
-1	tyreoideaperoksidaasi,vasta-aineet,seerumi	u/ml	u/ml	FALSE	Source	27	24
-1	bbi	form	form	FALSE	Source	52	52
40758310	he4proteiini,seerumista	pmol/l	pmol/l	FALSE	Source	78	56
-1	b-hba1c	mmol/l	mmol/l	FALSE	Source	134	88
3020491	pt-gluk-0h			FALSE	Source	49	47
-1	pt-gluk-2h			FALSE	Source	53	48
3004410	b-hba1c,t			FALSE	Source	559	485
-1	pt-gluk-30			FALSE	Source	47	46
-1	s-fascab	od	od	FALSE	Source	120	113
-1	s-stroab	od	od	FALSE	Source	120	113
-1	s-trspab.	od	od	FALSE	Source	100	93
-1	s-tocaab.	od	od	FALSE	Source	100	93
-1	s-echiab.	od	od	FALSE	Source	72	66
-1	s-schiaab	od	od	FALSE	Source	125	118
-1	s-schimab	od	od	FALSE	Source	126	119
-1	s-filaab.	od	od	FALSE	Source	100	93
3016502	ab-o2sat			TRUE	Extracted	130	104
-1	hemoglobiini,tk:ntekemä			FALSE	Source	131	118
-1	pt-glukr-0	mmol/l	mmol/l	FALSE	Source	296	247
-1	pt-sep			FALSE	Source	68	51
42528615	s-etane			TRUE	Extracted	31	26
-1	happikyllästeisyys(hemoglobiini),kapillaariveri	%	%	FALSE	Source	187	107
-1	happiosapaine,kapillaariveri	kpa	kpa	FALSE	Source	236	135
-1	hiilidioksidiosapaine,kapillaariveri	kpa	kpa	FALSE	Source	236	135
-1	14025	mg/l	mg/l	FALSE	Source	106	49
-1	fs-reumafaktori,määritys	iu/ml	iu/ml	FALSE	Source	12	12
3040794	u-al	umol/l	umol/l	FALSE	Source	77	63
-1	u-cr	umol/l	umol/l	FALSE	Source	208	129
3027901	ua-hb	g/l	g/l	FALSE	Source	180	179
-1	s-parp�h	u/ml	u/ml	FALSE	Source	59	58
-1	s-allige,munanvalkuainen/äggvita	u/ml	u/ml	FALSE	Source	6	6
-1	s-allige,soijapapu/sojaböna	u/ml	u/ml	FALSE	Source	7	7
-1	s-allige,rarah8pr-10(f352,rekombinantti,ma	u/ml	u/ml	FALSE	Source	6	6
-1	s-allige,maapähkinä/jordnöt	u/ml	u/ml	FALSE	Source	21	21
-1	s-allige,kala(turska)/fisk(torsk)	u/ml	u/ml	FALSE	Source	11	10
-1	tyroksiini,vapaa,plasmasta	pmol/l	pmol/l	FALSE	Source	153	95
-1	pölyryhmä(phadiatop),ige-va:t(s-)	u/ml	u/ml	FALSE	Source	38	38
-1	s-teofy			TRUE	Extracted	131	99
-1	fev1			FALSE	Source	105	91
-1	fvc			FALSE	Source	106	92
-1	fev			FALSE	Source	105	91
-1	fev/brdil			FALSE	Source	104	90
-1	fev1/brdil			FALSE	Source	104	90
-1	fvc/brdil			FALSE	Source	104	90
3009343	cp-ph			TRUE	Extracted	53	36
3015235	cp-shco3			TRUE	Extracted	74	45
3046279	p-pctpika	ug/l	ug/l	FALSE	Source	141	108
-1	b-rethe			TRUE	Extracted	119	103
3009343	cp-ph			FALSE	Source	150	92
3006923	s-alat	iu/l	iu/l	FALSE	Source	251	195
3035995	s-afos	iu/l	iu/l	FALSE	Source	240	188
3013721	s-asat	iu/l	iu/l	FALSE	Source	247	190
3026910	s-gt	iu/l	iu/l	FALSE	Source	216	174
-1	u-i	ug/l	ug/l	FALSE	Source	309	243
3022475	b-mn	umol/l	umol/l	FALSE	Source	325	259
-1	fs-bkarot	umol/l	umol/l	FALSE	Source	318	259
-1	fs-ubikin	umol/l	umol/l	FALSE	Source	323	265
3023103	kalium,kokoveren	mmol/l	mmol/l	FALSE	Source	310	251
3012095	magnesium,kokoveren	mmol/l	mmol/l	FALSE	Source	317	257
-1	fosfori,kokoveren	mmol/l	mmol/l	FALSE	Source	308	248
-1	seleenikokoveren	umol/l	umol/l	FALSE	Source	350	281
-1	kupari,punasolun	umol/l	umol/l	FALSE	Source	312	250
-1	u-i/u-kreaosatutkimus	ug/g	ug/g	FALSE	Source	129	113
-1	lykopeeni	umol/l	umol/l	FALSE	Source	305	249
-1	rasvahappoprofiili	paketti	paketti	FALSE	Source	245	212
-1	b1-vitentsyymiaktiivisuus			FALSE	Source	306	250
-1	b2-vitentsyymiaktiivisuus			FALSE	Source	309	254
-1	b6-vitentsyymiaktiivisuus			FALSE	Source	333	263
-1	k2-vitamiini,menakinoni-4(mk4)osatutkimus	ug/l	ug/l	FALSE	Source	203	165
-1	k2-vitamiini,menakinoni-7(mk7)osatutkimus	ug/l	ug/l	FALSE	Source	185	151
-1	k1-vitamiini(fyllokinoni)osatutkimus	ug/l	ug/l	FALSE	Source	195	162
-1	myristiinihappo	%	%	FALSE	Source	314	254
-1	stearidonihappo	%	%	FALSE	Source	288	234
-1	eikoseenihappo	%	%	FALSE	Source	318	258
-1	eikosadieenihappo	%	%	FALSE	Source	319	259
-1	dihomo-gamma-linoleenihappo	%	%	FALSE	Source	318	258
-1	arakidonihappo	%	%	FALSE	Source	317	257
-1	eikosapentaeenihappo	%	%	FALSE	Source	319	259
-1	dokosapentaeenihappo	%	%	FALSE	Source	318	258
-1	dokosaheksaeenihappo	%	%	FALSE	Source	318	258
-1	omega3-rasvahappojenkokonaismäärä	%	%	FALSE	Source	315	255
-1	omega6-rasvahappojenkokonaismäärä	%	%	FALSE	Source	315	255
-1	palmitiinihappo	%	%	FALSE	Source	315	255
-1	omega6/omega3suhdeluku			FALSE	Source	317	257
-1	aa/epasuhdeluku			FALSE	Source	313	253
-1	palmitoleiinihappo	%	%	FALSE	Source	315	255
-1	steariinihappo	%	%	FALSE	Source	315	255
-1	oleiinihappo	%	%	FALSE	Source	314	254
-1	linoleenihappo	%	%	FALSE	Source	314	254
-1	gamma-linoleenihappo	%	%	FALSE	Source	314	254
-1	alfalinoleenihappo	%	%	FALSE	Source	317	257
-1	ldlhapettunut	u/l	u/l	FALSE	Source	19	14
-1	crp,herkkä	mg/l	mg/l	FALSE	Source	227	185
3001308	kolestrolivldl	mmol/l	mmol/l	FALSE	Source	80	72
-1	kol-hdl/kol	mmol/l	mmol/l	FALSE	Source	129	102
-1	u-isuhtu-krea(osatutk)	ug/g	ug/g	FALSE	Source	88	82
-1	b5-vitamiini(pantoteenihappo)	umol/l	umol/l	FALSE	Source	82	70
-1	b3-vitamiini(niasiini)	umol/l	umol/l	FALSE	Source	101	85
3042951	p-c1qabg	u/ml	u/ml	FALSE	Source	84	43
3004789	transferriini	g/l	g/l	FALSE	Source	212	165
3020460	cp-crp-lb	mg/l	mg/l	FALSE	Source	247	127
-1	pt-ekg,12kytkentäälevossa	1	1	FALSE	Source	55	50
-1	oma-u-tutk,u-leuk-o			FALSE	Source	57	48
-1	oma-u-tutk,u-nitr-o			FALSE	Source	56	47
-1	oma-u-tutk,u-alb-o			FALSE	Source	48	41
-1	oma-u-tutk,u-gluk-o			FALSE	Source	55	46
-1	oma-u-tutk,u-keto-o			FALSE	Source	54	45
-1	oma-u-tutk,u-eryt-o			FALSE	Source	57	48
-1	u-osmol	mo/kgh2o	mo/kgh2o	FALSE	Source	295	232
3000515	p-at3/spr	%	%	FALSE	Source	61	58
3019800	p-tnt			FALSE	Source	10	10
-1	b-6-me-mp			FALSE	Source	131	96
-1	b-6-tgn			FALSE	Source	126	94
-1	s-rubeabg	eiu	eiu	FALSE	Source	80	76
3013603	p-psaleik	ug/l	ug/l	FALSE	Source	163	147
-1	pika-inr			TRUE	Extracted	2717	101
-1	l-erblast			TRUE	Extracted	32	12
3020564	fs-krea			TRUE	Extracted	34	30
-1	fosfatidyylietanoli,verestätth	umol/l	umol/l	FALSE	Source	35	32
-1	s-salmab	index	index	FALSE	Source	12	12
-1	s-ketiap			TRUE	Extracted	198	98
-1	e-cdw	%	%	FALSE	Source	247	194
3015401	pf-amyl	u/l	u/l	FALSE	Source	512	410
3023383	pf-laktteh	mmol/l	mmol/l	FALSE	Source	350	267
-1	s-nfl	ng/l	ng/l	FALSE	Source	64	60
-1	s-p�hk1er	u/ml	u/ml	FALSE	Source	28	28
-1	s-vilj3er	u/ml	u/ml	FALSE	Source	39	38
3000963	hb(nla)	g/l	g/l	FALSE	Source	1062	149
3014702	fp-cga			TRUE	Extracted	145	128
3020059	fp-ca-albk			FALSE	Source	38	35
3012138	s-marsepe	u/ml	u/ml	FALSE	Source	20	20
-1	s-rhevb8e	u/ml	u/ml	FALSE	Source	79	79
-1	s-rhevb1e	u/ml	u/ml	FALSE	Source	89	89
-1	s-rhevb3e	u/ml	u/ml	FALSE	Source	84	84
-1	s-rhevb5e	u/ml	u/ml	FALSE	Source	86	85
-1	s-rhevb6e	u/ml	u/ml	FALSE	Source	52	52
-1	s-rhev11e	u/ml	u/ml	FALSE	Source	54	54
-1	s-fenytv	umol/l	umol/l	FALSE	Source	244	108
-1	14659	nmol/l	nmol/l	FALSE	Source	62	58
3019550	p-na-vieri	mmol/l	mmol/l	FALSE	Source	100	84
3023103	p-k-vieri	mmol/l	mmol/l	FALSE	Source	99	84
-1	s-ica-vier	mmol/l	mmol/l	FALSE	Source	24	23
-1	s-hydroksikarbatsepiini	umol/l	umol/l	FALSE	Source	21	15
3048522	glukoosikoe,0näyte	mmol/l	mmol/l	FALSE	Source	62	59
3016701	glukoosikoe,2hnäyte	mmol/l	mmol/l	FALSE	Source	62	59
3012215	sy-yksit	%	%	FALSE	Source	69	50
3006571	sy-monit	%	%	FALSE	Source	69	50
-1	ab-be	ml	ml	FALSE	Source	33	19
3013201	s-b2miglo			TRUE	Extracted	218	181
3018251	fp-gluk-p	mmol/l	mmol/l	FALSE	Source	391	273
3015024	p-gluk-1t	mmol/l	mmol/l	FALSE	Source	167	104
3016701	p-gluk-2t	mmol/l	mmol/l	FALSE	Source	462	316
-1	u-kemseul,op			TRUE	Extracted	345	167
3014345	s-klopi	nmol/l	nmol/l	FALSE	Source	141	57
-1	s-norklom	nmol/l	nmol/l	FALSE	Source	129	49
-1	s-klonors	nmol/l	nmol/l	FALSE	Source	31	12
3006923	p-alaniiniaminotransferaasi			TRUE	Extracted	550	309
-1	11663	umol/l	umol/l	FALSE	Source	294	219
-1	s-hbsab	mlu/l	mlu/l	FALSE	Source	54	40
3010144	sy-eryt			TRUE	Extracted	222	208
3013166	sy-neut			TRUE	Extracted	92	86
3003329	sy-ly			TRUE	Extracted	103	97
3002032	vb-be			FALSE	Source	85	63
3027273	vb-shco3			FALSE	Source	87	55
-1	s-koriongonadotropiini-b-alayksikkö,vapaa,1.trimesterinseula	ug/l	ug/l	FALSE	Source	67	64
-1	s-alb(li)			FALSE	Source	94	78
3006598	ua-ph			TRUE	Extracted	119	118
3004959	ua-be	mmol/l	mmol/l	FALSE	Source	108	107
-1	syntymäpaino?(g)	g	g	FALSE	Source	35	34
3032333	du-pi			TRUE	Extracted	29	27
-1	s-lamotri			TRUE	Extracted	272	163
3021337	p-tnl	ng/l	ng/l	FALSE	Source	124	100
3001488	maito	u/ml	u/ml	FALSE	Source	14	14
-1	s-yersabg	responseequivalent	responseequivalent	FALSE	Source	69	59
-1	s-yerp1ab	titre	titre	FALSE	Source	146	144
-1	p-kor/dxm	nmol/l	nmol/l	FALSE	Source	120	113
-1	u-kemseul,u-sg			TRUE	Extracted	168	64
3029187	probnp	ng/l	ng/l	FALSE	Source	25	9
-1	cp-glukpot			TRUE	Extracted	15	7
3019550	p-na-vt			TRUE	Extracted	473	211
-1	l-blasti	%	%	FALSE	Source	28	20
-1	0hkors	nmol/l	nmol/l	FALSE	Source	94	74
-1	24hkors	nmol/l	nmol/l	FALSE	Source	91	72
3019069	l-monosyytit,mikroskopointi			TRUE	Extracted	32	19
3002030	l-lymfosyytit,mikroskopointi			TRUE	Extracted	38	24
3018010	l-neutrofiilit,mikroskopointi			TRUE	Extracted	29	19
-1	s-prostataspesifinenantigeenivap/tot-suhde	%	%	FALSE	Source	280	209
-1	b-siklosporiini,massaspektrometrinen,verestä	ug/l	ug/l	FALSE	Source	34	6
3022250	p-ld			FALSE	Source	180	91
3035320	s-crpsens			TRUE	Extracted	11	10
-1	p-tromboblastiiniaika(vuotot-paketti)	%	%	FALSE	Source	20	20
-1	p-proteiinis,antigeeni,vapaa,plasmasta	%	%	FALSE	Source	26	26
-1	p-beeta-2-glykoproteiini,igg(trombot-paketti)	u/ml	u/ml	FALSE	Source	22	19
-1	p-hyytymistekijäviii.	%	%	FALSE	Source	131	93
-1	p-antirtombiiniiii(trombot-paketti)	%	%	FALSE	Source	18	18
-1	p.-trombiiniaika(vuotot-paketti)	s	s	FALSE	Source	20	20
-1	hoihba1c			FALSE	Source	651	309
-1	p-lh:njafsh:nsuhde			TRUE	Extracted	79	76
-1	prostataspesifinenantigeeni,vapaa/totaali	%	%	FALSE	Source	65	51
-1	s-mykoplasmapneumoniae,igmvasta-aineet			TRUE	Extracted	22	19
-1	s-chlamydiapneumoniae,igmvasta-aineet			TRUE	Extracted	18	16
-1	s-chlamydiapneumoniae,iggvasta-aineet			TRUE	Extracted	12	11
-1	s-chlamydiapneumoniae,igavasta-aineet			TRUE	Extracted	12	11
-1	digoksiini,seerumista	ug/l	ug/l	FALSE	Source	43	31
-1	fp-insu0	mu/l	mu/l	FALSE	Source	26	22
-1	vb-na-vt			TRUE	Extracted	227	181
-1	vb-k-vt			TRUE	Extracted	226	180
3004119	vb-hb-vt			TRUE	Extracted	222	179
-1	13177			TRUE	Extracted	42	31
-1	myeliiniinassosioituvaglykoproteiini,vasta-aineet	e6/l	e6/l	FALSE	Source	92	80
-1	sulfatidi,igmvasta-aineet	e6/l	e6/l	FALSE	Source	92	80
-1	u-epitel	sunf	sunf	FALSE	Source	66	53
3001784	psavapaanjatotaalinsuhde	%	%	FALSE	Source	61	43
-1	pt-glomerulussuodosnopeus,estimoitu,mdrd-kaava	ml/min/173m2	ml/min/173m2	FALSE	Source	102	96
3036603	du-vmml			TRUE	Extracted	72	57
3049506	nu-alb-mi			TRUE	Extracted	50	36
-1	b-hemoglobiini-a1c,vieritesti	mmol/mol	mmol/mol	FALSE	Source	106	64
-1	cp-glukoosi	1	1	FALSE	Source	60	37
-1	b-siklosporiinia,massaspektrometrinen	âug/l	âug/l	FALSE	Source	33	17
-1	99112367s-mycoplasmapneumoniae,iggvasta-aineet	eiu	eiu	FALSE	Source	9	8
-1	99114955s-chlamydiapneumoniae,iggvasta-aineet	eiu	eiu	FALSE	Source	8	7
-1	s-mycoplasmapneumoniae,igg-vasta-aineet	eiu	eiu	FALSE	Source	21	18
-1	s-mycoplasmapneumoniae,igm-vasta-aineet	s/co	s/co	FALSE	Source	14	13
-1	tyreoideaperoksidaasi,vasta-aineet	u/ml	u/ml	FALSE	Source	89	83
-1	rauta			TRUE	Extracted	94	61
-1	p-prostataspesifinenantigeenivapaanjakok.psa:	%	%	FALSE	Source	185	146
-1	prolaktiini,plasmasta	mu/l	mu/l	FALSE	Source	201	164
-1	poliklinikkatroponiinit			TRUE	Extracted	46	32
3023323	follikkeliastimuloivahormoni	u/l	u/l	FALSE	Source	138	131
-1	ab-t			FALSE	Source	1813	572
40762366	ab-o2-vol	vol%	vol%	FALSE	Source	1492	427
-1	s-heinryh			TRUE	Extracted	18	18
-1	s-eläiryh			TRUE	Extracted	23	23
-1	s-homeryh			TRUE	Extracted	26	26
3018251	fp-glukoosi(gluk.ras0)	mmol/l	mmol/l	FALSE	Source	226	215
3016701	fp-glukoosi(gluk.ras2h)	mmol/l	mmol/l	FALSE	Source	225	214
-1	s-mycoplasmapneumoniaeigg,vasta-aineet	eiu	eiu	FALSE	Source	31	29
3008295	osmolaliteetti,seerumista	mosm/kgh2o	mosm/kgh2o	FALSE	Source	84	63
3029187	p-pbnp-o	ng/l	ng/l	FALSE	Source	223	165
3035995	s-afos			FALSE	Source	41	34
-1	-alb	g/l	g/l	FALSE	Source	89	78
-1	ly-tbspota	spot/e6lu	spot/e6lu	FALSE	Source	23	22
-1	ly-tbspotb	spot/e6lu	spot/e6lu	FALSE	Source	23	22
-1	ly-tbspppd	spot/e6lu	spot/e6lu	FALSE	Source	23	22
-1	glomerulussuodonopeus,estimoitu,ckd-epikaavallakystatiinic:stä	ml/min/173m2	ml/min/173m2	FALSE	Source	46	36
-1	s-ihmisenepididymaalinenantigeeni4	pmol/l	pmol/l	FALSE	Source	251	168
-1	hcgvb/dkmo			FALSE	Source	70	50
3000963	b-hb-poc			FALSE	Source	105	68
3046904	fs-gh	mu/l	mu/l	FALSE	Source	232	92
-1	anti-muller-hormoni	ug/l	ug/l	FALSE	Source	49	48
-1	p-ca15-3antigeeni	u/ml	u/ml	FALSE	Source	454	156
-1	omab-fibriinind-dimeerit	mg/l	mg/l	FALSE	Source	49	47
-1	fb-b1-vit			TRUE	Extracted	193	179
-1	pt-krea-cl	ml/s/173	ml/s/173	FALSE	Source	185	142
3013826	p-glukp	mmol/l	mmol/l	FALSE	Source	174	170
-1	p-kolesteroli-hdl	mmol/l	mmol/l	FALSE	Source	86	74
-1	p-kolesteroli-ldl	mmol/l	mmol/l	FALSE	Source	132	100
-1	tyreotropiiniseerumista	mu/l	mu/l	FALSE	Source	146	103
3035995	p-afos			FALSE	Source	67	57
3016771	p-amyl			FALSE	Source	23	21
3019198	b-ly			FALSE	Source	198	162
-1	am-tag-ty			FALSE	Source	49	33
-1	am-tag-d			FALSE	Source	49	33
-1	s-rhd-ab			FALSE	Source	49	33
-1	p-fvab			FALSE	Source	20	16
40771025	s-d-25			FALSE	Source	70	61
3041942	s-ccpab			FALSE	Source	39	37
3016771	s-amyl			FALSE	Source	16	12
-1	s-ferrit			FALSE	Source	106	76
43534046	s-estdio	nmol/l	nmol/l	FALSE	Source	341	299
-1	s-mykoplasmapneumoniae,iggvasta-aineet	eiu	eiu	FALSE	Source	40	38
-1	s-w-o9.12	titre	titre	FALSE	Source	145	130
-1	s-yer9ab	titre	titre	FALSE	Source	112	99
