OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT_PREFIX	MEASUREMENT_UNIT	IS_EXTRACTED	TEST_OUTCOME	n_TEST_OUTCOME	n_subjects
-1	pu-bakteeri,viljely(2:aerobitpintanäytteestä)			FALSE	A	6	6
-1	pu-bakteeri,viljely1(aerobitjaanaerobitsyvän			FALSE	A	66	56
-1	pu-bakteeri,viljely1(an+aerobi,vilj.syväm)			FALSE	A	7	7
-1	pu-bakteeri,viljely1(anaerobi+aerobiviljely,			FALSE	N	99	88
-1	pu-bakteeri,viljely1(anaerobi+aerobiviljely,			FALSE	A	534	358
-1	pu-bakteeri,viljely1(punkt.kud.ym.syv.m			FALSE	N	9	8
-1	pu-bakteeri,viljely1(punkt.kud.ym.syv.märkän)			FALSE	N	9	7
-1	pu-bakteeri,viljely1(punktio-,kudos-,syvänäyt			FALSE	A	74	65
-1	pu-bakteeri,viljely1,(aerobi+anaerobiviljely,syvämärkä)			FALSE	N	7	7
-1	pu-bakteeri,viljely1anaerobi+aerobi(syvämärkä,			FALSE	A	23	15
-1	pu-bakteeri,viljely2(aerobitpintamärästä)			FALSE	A	106	94
-1	pu-bakteeri,viljely2(aerobivil.pintamärkä)			FALSE	N	6	6
-1	pu-bakteeri,viljely2(aerobiviljely,pintam.)			FALSE	A	13	11
-1	pu-bakteeri,viljely2(aerobiviljely,pintamärkä)			FALSE	A	461	337
-1	pu-bakteeri,viljely2(aerobiviljely,pintamärkä)			FALSE	N	162	140
-1	pu-bakteeri,viljely2(pintam[rk[ihoyms			FALSE	N	24	19
-1	pu-bakteeri,viljely2(pintamärkä,ihoyms.)			FALSE	A	215	154
-1	pu-bakteeri,viljely2(pintamärkäihoyms			FALSE	A	8	6
-1	pu-bakteeri,viljely2(pintamärkäihoyms			FALSE	N	10	7
-1	pu-bakteeri,viljely2(pintamärkäihoyms.näyt)			FALSE	N	14	14
-1	pu-bakteeri,viljely2aerobiviljely(pintamärkä,			FALSE	A	21	18
3042936	pu-baktvi1			FALSE	A	17543	10895
3042936	pu-baktvi1			FALSE	N	16975	9597
3007853	pu-baktvi2			FALSE	N	11236	7684
3007853	pu-baktvi2			FALSE	A	18425	11648
3043614	pu-baktvi3			FALSE	A	12	11
-1	pu-sieni,viljely			FALSE	A	33	30
3000494	pu-sienvi			FALSE	N	2693	1536
3000494	pu-sienvi			FALSE	A	1927	1306
3008401	pujo			TRUE	A	104	104
3008401	pujo	u/ml	u/ml	FALSE	A	96	93
3008401	pujo			FALSE	N	14	14
-1	pujo,siitepöly			FALSE	N	23	22
-1	pujoe	u/ml	u/ml	FALSE	A	77	69
-1	pujoe	u/ml	u/ml	FALSE	N	14	13
-1	pujoe			FALSE	N	25	24
-1	pujoe			TRUE	A	11	11
-1	pujonsiitepöly(w6),igevasta-aineet	u/ml	u/ml	FALSE	A	13	12
-1	pujonsiitepöly,igevasta-aineet	u/ml	u/ml	FALSE	N	6	6
-1	punasolojenkokojakauma	%	%	FALSE	H	176	167
-1	punasolojenkokojakauma	%	%	FALSE	N	896	861
-1	punasolujenerittelylaskenta			TRUE	A	49	39
3021589	punasolujenesiasteet(erytroblastit)	e9/l	e9/l	FALSE	N	1021	730
3021589	punasolujenesiasteet(erytroblastit)			FALSE	N	24	23
-1	punasolujenjakaumaleveys(rdw)	%	%	FALSE	N	36	36
3002385	punasolujenkokojakauma	%	%	FALSE	N	74422	30265
3002385	punasolujenkokojakauma	%	%	FALSE	A	23552	5327
3002385	punasolujenkokojakauma	%	%	FALSE	H	20459	4546
3002385	punasolujenkokojakauma			FALSE	N	73	70
3002385	punasolujenkokojakauma			TRUE	N	8	7
-1	punasolujenkokojakaumaparametri	%	%	FALSE	N	64	43
3002385	punasolujenkokojakautuma	%	%	FALSE	N	622	358
3002385	punasolujenkokojakautuma	%	%	FALSE	A	61	34
-1	punasolujenkokojaukauma	%	%	FALSE	N	24	24
-1	punasolujenkoonvaihtelu	%	%	FALSE	N	1546	1021
-1	punasolujenkoonvaihtelu	%	%	FALSE	H	477	365
-1	punasolut,kokojakauma	%	%	FALSE	N	83	79
-1	punasolut,kokojakauma	%	%	FALSE	H	37	31
-1	puumalavirus,igmvasta-aineet			FALSE	N	6	6
-1	pähkinät			TRUE	A	6	6
-1	päivystys			FALSE	N	14	14
-1	päärynä	u/ml	u/ml	FALSE	A	6	6
-1	pölyerittely			FALSE	N	37	37
-1	pölyerittely	u/ml	u/ml	FALSE	A	19	19
-1	pölyerittely,ige-vasta-aineet,seerumista	u/ml	u/ml	FALSE	N	26	24
-1	pölyerittely,ige-vasta-aineet,seerumista	u/ml	u/ml	FALSE	A	12	12
3023351	pölyerittely,ige:vat(s-)	u/ml	u/ml	FALSE	N	63	59
3023351	pölyerittely,ige:vat(s-)	u/ml	u/ml	FALSE	A	20	20
-1	pölyerittely,ruokaerittelyjakomponentit,igevasta-aineet,seerumista			FALSE	N	31	31
-1	pölyryhmä(phadiatop),ige-va:t(s-)	u/ml	u/ml	FALSE	N	28	28
-1	pölyryhmä(phadiatop),ige-va:t(s-)	u/ml	u/ml	FALSE	A	10	10
-1	pölyryhmä(phadiatop),igevasta-aineet,seerumista	u/ml	u/ml	FALSE	A	71	68
-1	pölyryhmä,(phadiatop),igevasta-aineet	u/ml	u/ml	FALSE	N	29	29
-1	pölyryhmä,(phadiatop),igevasta-aineet	u/ml	u/ml	FALSE	A	9	9
-1	pölysekoitus			FALSE	N	30	30
-1	pölysekoitus	u/ml	u/ml	FALSE	A	12	12
-1	rajcv19			FALSE	N	404	324
-1	rakkoaika	h	h	FALSE	N	3614	2217
-1	rakkoaika			FALSE	N	7	6
-1	rasvapaketti(6027fp-lipidit)			FALSE	N	1232	903
-1	rasvapaketti(fp-lipidit)			FALSE	N	1709	1226
-1	rasvapaketti(lipidit)			FALSE	N	1202	979
-1	rasvapaketti(lipidit)	paketti	paketti	FALSE	N	9	7
-1	rasvapaketti(lipidit)(fp-lipidit)			FALSE	N	65	65
-1	rasvapaketti,seuranta			FALSE	N	818	742
3022948	rauta	umol/l	umol/l	FALSE	A	120	83
3022948	rauta	umol/l	umol/l	FALSE	N	1619	1215
-1	rauta			TRUE	A	94	61
3022948	rauta	umol/l	umol/l	FALSE	L	578	486
3022948	rauta	umol/l	umol/l	FALSE	H	49	44
3022948	rauta(4529fp-fe)	umol/l	umol/l	FALSE	A	13	7
3022948	rauta(4529fp-fe)	umol/l	umol/l	FALSE	N	25	23
3022948	rauta(fe)	umol/l	umol/l	FALSE	N	22	15
-1	rauta(fp-fe)	umol/l	umol/l	FALSE	N	29	28
-1	rautaseerumista,paastotilassa	umol/l	umol/l	FALSE	N	12	6
-1	rcora14(f439,rekombinantti,hasselpähkinä),igevasta-aineet	u/ml	u/ml	FALSE	N	38	38
-1	rdg-prov			FALSE	N	8	8
3019897	rdw	%	%	FALSE	N	5747	2727
3019897	rdw			FALSE	N	107	91
3019897	rdw	%	%	FALSE	A	467	238
3019897	rdw			FALSE	A	6	6
-1	redcelldistributionwidth	%	%	FALSE	N	3275	2980
-1	redcelldistributionwidth	%	%	FALSE	H	320	277
-1	resbaktnho			FALSE	A	11	11
-1	resgns-seulonta			FALSE	N	31	13
-1	resistentitgramnegatiivisetsauvat,viljely			FALSE	N	162	80
-1	respiratorisetbakteerit,nukleiinihaponosoitus(pcr)			FALSE	N	48	44
-1	respiratorisetbakteerit,nukleiinihappo(kval)			FALSE	N	43	43
-1	respiratorisetmikrobit,nukleiinihappo(kval)			FALSE	A	19	18
-1	respiratorysyncytialvirus,nukleiinihaponosoitu			FALSE	N	215	172
-1	respiratorysyncytialvirus,nukleiinihaponosoitus			FALSE	N	13	13
21493195	resvirnho			FALSE	A	588	308
-1	retikulosyytit	e9/l	e9/l	FALSE	A	88	61
-1	retikulosyytit	e9/l	e9/l	FALSE	H	79	31
-1	retikulosyytit	e9/l	e9/l	FALSE	N	80	69
-1	retikulosyytit	%	%	FALSE	N	27	21
-1	retikulosyytit			TRUE	N	9	7
-1	retikulosyytit	e9/l	e9/l	FALSE	L	18	6
-1	retikulosyytit(2581b-retik)			FALSE	N	18	13
-1	retikulosyytit(b-retik)			FALSE	N	7	6
-1	retikulosyytit(lask.)	e9/l	e9/l	FALSE	N	133	97
-1	retikulosyytit(lask.)	e9/l	e9/l	FALSE	A	48	36
-1	retikulosyytit,indeksi	osuus	osuus	FALSE	N	40	30
-1	retikulosyytit,indeksi			FALSE	N	15	13
-1	retikulosyytit,tuotantoindeksi	osuus	osuus	FALSE	N	35	32
-1	retikulosyytit,tuotantoindeksi			FALSE	N	8	8
-1	retikulosyyttienabsoluuttinenmäärä	e9/l	e9/l	FALSE	N	6	6
-1	retikulosyyttienkeskimääräine	pg	pg	FALSE	L	227	166
-1	retikulosyyttienkeskimääräine	pg	pg	FALSE	N	722	393
-1	retikulosyyttienkeskimääräine	pg	pg	FALSE	A	44	40
-1	retikulosyyttienkeskimääräine	pg	pg	FALSE	H	52	17
-1	retikulosyyttienkeskimääräinenhemoglob	pg	pg	FALSE	N	7	7
-1	retikulosyyttienkeskimääräinenhemoglobiininmäärä	pg	pg	FALSE	N	25	23
-1	retikulosyyttienkeskimääräinenhemoglobiininmäärä	pg	pg	FALSE	A	165	137
-1	reumafaktori			FALSE	N	34	34
-1	reumafaktori	iu/ml	iu/ml	FALSE	A	39	36
3021614	reumafaktori(rf)	iu/ml	iu/ml	FALSE	N	14	14
-1	reumafaktori,määritys,seerumista	kiu/l	kiu/l	FALSE	A	15	13
-1	reumafaktori,määritys,seerumista	kiu/l	kiu/l	FALSE	H	10	9
-1	reumafaktori,plasmasta			FALSE	N	171	162
-1	reumafaktori,plasmasta	iu/ml	iu/ml	FALSE	A	11	10
-1	reumafaktori,plasmasta	iu/ml	iu/ml	FALSE	N	15	15
-1	reumafaktori,seerumista,paastotilassa			FALSE	N	9	9
-1	reumafaktori,seerumista,paastotilassa	iu/ml	iu/ml	FALSE	A	60	54
-1	reumapaketti			FALSE	N	118	116
3021614	rf			TRUE	A	10	10
-1	ribonukleoproteiini,70kdaantigeeni,vasta-aineet			FALSE	N	6	6
-1	ribonukleoproteiini,70kdaantigeeni,vasta-aineet(s-rnp70ab)			FALSE	N	66	64
3006999	ribonukleoproteiini,nukleaarinen,vasta-aineet(s-rnpab)			FALSE	N	86	82
-1	ribosomienp-proteiinienvasta-aineet			FALSE	N	7	7
-1	ribosomip-proteiinivasta-aineet(blotting)			FALSE	N	15	15
-1	rin/entnho			FALSE	A	9	9
-1	rinnanhistologinentutkimus,laajaleikkauspreparaatti			FALSE	A	66	63
-1	rinnanpaksuneulabiopsiahistologinentutkimus			FALSE	N	37	34
-1	rinnanpaksuneulabiopsianhistologinentutkimus			FALSE	A	40	37
-1	rinnanpaksuneulabiopsianhistologinentutkimus			FALSE	N	67	64
-1	rinnanvaativaleikkausnäyte			FALSE	A	13	13
-1	rinonho			FALSE	A	24	19
-1	rinovirus/enterovirus,nukleiinihaponosoitus(pcr)			FALSE	A	32	32
-1	rna-polymeraasi-iii-vasta-aineet			FALSE	N	7	7
-1	ro52(ssa)			FALSE	A	60	50
-1	rotavirusnukleiinihappoosoitus			FALSE	N	10	9
-1	rotemkuva			FALSE	N	25	20
-1	rs-virus,nukleiinihappo(kval)			FALSE	N	91	81
-1	rs-virus,nukleiinihappo(kval)			FALSE	A	8	8
-1	rs-virus,nukleiinihappo(kval),osatutkimus			FALSE	A	6	6
3005156	rsvanho			FALSE	A	22	16
3000108	rsvbnho			FALSE	A	49	23
3044254	rsvnho			FALSE	A	349	332
-1	rsvnukleiinihappo(kval)			FALSE	A	9	9
-1	rte-cd4	%	%	FALSE	A	12	9
-1	rte-cd4			TRUE	A	7	6
-1	rte-cd8	%	%	FALSE	A	11	10
-1	ruis,ruoka	u/ml	u/ml	FALSE	A	24	22
-1	ruis,sipö	u/ml	u/ml	FALSE	A	6	6
-1	ruoka-aine-erittely(fx5),igevasta-aineet			FALSE	N	8	8
-1	ruoka-aine-erittely(fx5),igevasta-aineet	u/ml	u/ml	FALSE	N	7	7
-1	ruoka-aine-erittely(fx5),igevasta-aineet(s-ruok5er)			FALSE	N	15	14
-1	ruoka-aine-erittely,ige-vasta-aineet,seerumista	u/ml	u/ml	FALSE	N	18	18
-1	ruoka-aineryhmä	u/ml	u/ml	FALSE	N	20	20
-1	ruoka-aineryhmä			FALSE	N	51	51
-1	ruoka-aineryhmä	u/ml	u/ml	FALSE	A	9	9
-1	ruokaerittely			FALSE	N	7	7
-1	ruokaerittely(fx5),ige-vasta-aineet			FALSE	N	10	10
-1	ruokafx5e			TRUE	A	15	15
-1	ruokaryhmä(fx5),igevasta-aineet	u/ml	u/ml	FALSE	N	7	7
-1	ruokaryhmä,ige-va:t(s-)	u/ml	u/ml	FALSE	N	15	15
-1	ruokaryhmä,igevasta-aineet,seerumista	u/ml	u/ml	FALSE	A	19	19
-1	rvirag-o			FALSE	A	42	39
-1	s-10mlgeel			FALSE	N	21	20
-1	s-11dok			FALSE	A	7	7
3023530	s-17hprog	nmol/l	nmol/l	FALSE	H	59	26
3023530	s-17hprog	nmol/l	nmol/l	FALSE	N	77	66
3023530	s-17hprog	nmol/l	nmol/l	FALSE	A	147	56
3023530	s-17hprog			FALSE	N	15	11
3022725	s-5-ht	nmol/l	nmol/l	FALSE	N	64	50
3022725	s-5-ht	nmol/l	nmol/l	FALSE	A	99	80
3022725	s-5-ht			FALSE	A	7	6
3022725	s-5-ht	nmol/l	nmol/l	FALSE	H	10	8
3022725	s-5-ht	nmol/l	nmol/l	FALSE	L	11	9
3030136	s-5hiaa	nmol/l	nmol/l	FALSE	N	1711	858
3030136	s-5hiaa	nmol/l	nmol/l	FALSE	A	2383	504
3030136	s-5hiaa	nmol/l	nmol/l	FALSE	H	675	218
3030136	s-5hiaa			FALSE	A	30	15
3030136	s-5hiaa			FALSE	N	10	9
-1	s-9-hrisp	nmol/l	nmol/l	FALSE	N	98	67
-1	s-9-hydroksirisperidoni	nmol/l	nmol/l	FALSE	N	19	11
-1	s-9hrispe	nmol/l	nmol/l	FALSE	N	21	12
3015322	s-a1glob	g/l	g/l	FALSE	A	83	65
-1	s-a1glob			TRUE	N	17	15
3005229	s-a2glob	g/l	g/l	FALSE	A	71	51
-1	s-a2glob			TRUE	N	17	15
3034780	s-ace	u/l	u/l	FALSE	A	721	465
3034780	s-ace			FALSE	A	145	122
3034780	s-ace			TRUE	A	139	120
3034780	s-ace	u/l	u/l	FALSE	N	27	26
3034780	s-ace			TRUE	N	9	9
3006257	s-achr-ab			FALSE	N	664	635
3006257	s-achr-ab	nmol/l	nmol/l	FALSE	A	164	136
3006257	s-achr-ab	nmol/l	nmol/l	FALSE	N	52	50
3006257	s-achr-ab	nmol/l	nmol/l	FALSE	H	53	45
3006257	s-achr-ab			TRUE	A	38	33
3006257	s-achr-ab			FALSE	A	14	12
-1	s-acremoniumkiliense(ceph.acremonium),igevasta-aineet			FALSE	N	15	15
-1	s-acrkile	u/ml	u/ml	FALSE	N	9	9
3052649	s-ada	u/l	u/l	FALSE	A	967	706
3052649	s-ada	u/l	u/l	FALSE	H	146	122
3052649	s-ada	u/l	u/l	FALSE	N	444	391
3052649	s-ada			FALSE	A	13	10
44786774	s-adali	mg/l	mg/l	FALSE	A	88	81
44786774	s-adali	mg/l	mg/l	FALSE	H	9	9
44786774	s-adali	mg/l	mg/l	FALSE	N	30	29
36304052	s-adaliab			FALSE	N	220	153
36304052	s-adaliab			FALSE	A	43	40
36304052	s-adaliab	au/ml	au/ml	FALSE	H	49	44
36304052	s-adaliab	au/ml	au/ml	FALSE	A	83	61
36304052	s-adaliab			FALSE	H	16	14
44786774	s-adalimu	mg/l	mg/l	FALSE	A	310	190
44786774	s-adalimu	mg/l	mg/l	FALSE	N	480	273
44786774	s-adalimu			FALSE	A	60	54
44786774	s-adalimu			TRUE	A	72	48
44786774	s-adalimu			FALSE	N	30	23
-1	s-adalimumabi	mg/l	mg/l	FALSE	A	26	25
-1	s-adalimumabi,vasta-aineet			FALSE	N	9	9
-1	s-adalimumabivasta-ainemääritys			FALSE	N	13	12
-1	s-adalimumabivasta-ainemääritys	au/ml	au/ml	FALSE	A	17	14
-1	s-adalip			FALSE	N	191	120
-1	s-adencf			TRUE	N	14	12
-1	s-adencf			FALSE	N	20	18
3022411	s-adioni	nmol/l	nmol/l	FALSE	N	212	173
3022411	s-adioni	nmol/l	nmol/l	FALSE	A	134	87
3022411	s-adioni	nmol/l	nmol/l	FALSE	H	76	52
3022411	s-adioni			FALSE	A	25	13
3030313	s-adrab			FALSE	N	125	104
3030313	s-adrab			FALSE	H	24	17
3030313	s-adrab	titre	titre	FALSE	A	25	21
3036955	s-afluu	%	%	FALSE	A	17	16
-1	s-afluu	u/l	u/l	FALSE	A	13	10
3036955	s-afluu	%	%	FALSE	L	15	15
3001467	s-afluust	u/l	u/l	FALSE	H	404	351
3001467	s-afluust	u/l	u/l	FALSE	N	829	722
3001467	s-afluust	u/l	u/l	FALSE	A	407	319
3001467	s-afluust			FALSE	N	130	123
3001467	s-afluust			TRUE	N	9	9
3001467	s-afluust			TRUE	H	30	28
3001467	s-afluust			TRUE	A	17	16
3045684	s-afmakro	u/l	u/l	FALSE	A	503	422
3045684	s-afmakro	u/l	u/l	FALSE	H	673	573
3045684	s-afmakro	u/l	u/l	FALSE	N	598	533
3045684	s-afmakro			FALSE	N	131	124
3045684	s-afmakro			TRUE	N	7	7
3045684	s-afmakro			TRUE	H	56	54
3045684	s-afmakro			TRUE	A	32	32
3035062	s-afmaks1	u/l	u/l	FALSE	A	69	65
-1	s-afmaks1			TRUE	A	13	13
3036185	s-afmaks2	u/l	u/l	FALSE	A	58	53
-1	s-afmaks2			TRUE	A	6	6
3035400	s-afmaksa	u/l	u/l	FALSE	A	620	532
3035400	s-afmaksa	u/l	u/l	FALSE	H	759	646
3035400	s-afmaksa	u/l	u/l	FALSE	N	572	512
3035400	s-afmaksa			FALSE	N	135	126
3036955	s-afmaksa	%	%	FALSE	A	12	12
3035400	s-afmaksa			TRUE	H	62	60
3035400	s-afmaksa			TRUE	A	40	39
-1	s-afmuut	u/l	u/l	FALSE	N	903	780
-1	s-afmuut			FALSE	N	195	185
3035995	s-afos	u/l	u/l	FALSE	N	18097	14723
3035995	s-afos	u/l	u/l	FALSE	H	7910	4960
3035995	s-afos	u/l	u/l	FALSE	A	3575	2973
3035995	s-afos	u/l	u/l	FALSE	L	616	500
3035995	s-afos	iu/l	iu/l	FALSE	N	240	188
3035995	s-afos			FALSE	L	100	81
3035995	s-afos			TRUE	N	54	47
3035995	s-afos			TRUE	H	120	106
3035995	s-afos			TRUE	A	201	186
3035995	s-afos			FALSE	N	15	15
3035995	s-afos			FALSE	A	43	39
-1	s-afos(isoentsyymeihinliittyvä)	u/l	u/l	FALSE	A	67	65
3021952	s-afos-is			FALSE	N	1466	1275
3021952	s-afos-is	u/l	u/l	FALSE	N	63	18
-1	s-afos-lsapututkimus	u/l	u/l	FALSE	N	9	9
3035062	s-afos1ma	u/l	u/l	FALSE	A	41	39
3036185	s-afos2ma	u/l	u/l	FALSE	A	39	35
3001467	s-afosluu	u/l	u/l	FALSE	A	21	18
-1	s-afosluu			TRUE	A	12	12
3018910	s-afosluu	ug/l	ug/l	FALSE	A	7	7
3018910	s-afosluu	ug/l	ug/l	FALSE	H	7	7
-1	s-afosmx			TRUE	A	9	9
3035995	s-afospit	u/l	u/l	FALSE	H	48	44
3035995	s-afospit	u/l	u/l	FALSE	A	79	64
-1	s-afossuo	u/l	u/l	FALSE	A	14	11
3009306	s-afp	ug/l	ug/l	FALSE	N	43	34
3009306	s-afp	ug/l	ug/l	FALSE	A	604	198
3015916	s-afp	u/ml	u/ml	FALSE	A	1980	692
3015916	s-afp	u/ml	u/ml	FALSE	N	4499	1986
-1	s-afp			FALSE	N	938	540
-1	s-afp			FALSE	A	23	17
3015916	s-afp	u/ml	u/ml	FALSE	H	1372	517
-1	s-afp			TRUE	A	62	43
-1	s-afp			TRUE	N	85	52
-1	s-afp			TRUE	H	23	18
3009306	s-afp	ug/l	ug/l	FALSE	H	12	9
-1	s-afp/d			TRUE	N	7	6
3015916	s-afp/d	u/ml	u/ml	FALSE	N	76	76
3020013	s-afsuol1	u/l	u/l	FALSE	N	12	12
3020013	s-afsuol1	u/l	u/l	FALSE	A	78	68
3020013	s-afsuol1			TRUE	H	17	17
3020013	s-afsuol1	u/l	u/l	FALSE	H	19	18
3020013	s-afsuol1			TRUE	A	6	6
-1	s-afsuol2	u/l	u/l	FALSE	N	12	12
-1	s-afsuol2	u/l	u/l	FALSE	A	44	40
-1	s-afsuol2	u/l	u/l	FALSE	H	12	12
3020013	s-afsuol3	u/l	u/l	FALSE	N	12	12
3020013	s-afsuol3	u/l	u/l	FALSE	A	9	7
3020013	s-afsuoli	u/l	u/l	FALSE	H	8	7
3020013	s-afsuoli	u/l	u/l	FALSE	A	52	43
-1	s-aitendo			FALSE	N	63	50
-1	s-aitma			FALSE	N	861	782
-1	s-aitneu			FALSE	N	481	424
-1	s-aitneu			FALSE	A	33	26
-1	s-aitpara			FALSE	N	304	269
-1	s-aitpara			FALSE	A	23	17
-1	s-al	umol/l	umol/l	FALSE	A	7	6
-1	s-alaniini	mmol/l	mmol/l	FALSE	N	259	240
3006923	s-alaniiniaminotransferaasi	u/l	u/l	FALSE	N	1524	1227
3006923	s-alaniiniaminotransferaasi	u/l	u/l	FALSE	A	287	213
3006923	s-alaniiniaminotransferaasi			FALSE	N	51	46
3006923	s-alat	u/l	u/l	FALSE	N	79886	55259
3006923	s-alat	u/l	u/l	FALSE	H	60055	29105
3006923	s-alat	u/l	u/l	FALSE	A	3502	2091
3006923	s-alat			TRUE	A	79	43
3006923	s-alat			FALSE	N	467	420
3006923	s-alat			TRUE	N	63	61
3006923	s-alat	iu/l	iu/l	FALSE	N	251	195
3006923	s-alat			TRUE	L	9	8
3006923	s-alat	u/l	u/l	FALSE	L	209	105
3006923	s-alat			FALSE	L	31	19
3006923	s-alat			FALSE	A	39	31
3006923	s-alat			FALSE	H	16	16
3006923	s-alat			TRUE	H	18	14
-1	s-alattth	u/l	u/l	FALSE	N	7	7
3024561	s-alb	g/l	g/l	FALSE	N	6512	5388
3024561	s-alb	g/l	g/l	FALSE	L	1578	1266
-1	s-alb			FALSE	A	20	19
-1	s-alb			TRUE	L	187	153
3024561	s-alb	g/l	g/l	FALSE	A	1762	1169
3024561	s-alb	g/l	g/l	FALSE	H	502	463
-1	s-alb			TRUE	A	27	27
-1	s-alb			TRUE	N	49	47
-1	s-alb			FALSE	N	7	7
-1	s-albfr			FALSE	N	8	6
3024561	s-albind	g/l	g/l	FALSE	A	186	182
3024561	s-albind			TRUE	A	23	23
3024561	s-albu	g/l	g/l	FALSE	A	287	105
3024561	s-albu	g/l	g/l	FALSE	N	25	14
3028286	s-album	g/l	g/l	FALSE	N	11771	4923
3028286	s-album	g/l	g/l	FALSE	A	1333	976
3028286	s-album	g/l	g/l	FALSE	H	245	197
3028286	s-album			TRUE	A	696	569
3028286	s-album	g/l	g/l	FALSE	L	1474	1035
3028286	s-album			TRUE	L	61	59
3028286	s-album			TRUE	H	13	13
3028286	s-album			FALSE	N	14	14
3024561	s-albumiini	g/l	g/l	FALSE	N	666	619
3024561	s-albumiini	g/l	g/l	FALSE	A	76	72
3024561	s-albumiini	g/l	g/l	FALSE	L	16	16
-1	s-albumiini(paketti)	g/l	g/l	FALSE	N	18	16
-1	s-albumiini,indeksi	g/l	g/l	FALSE	N	86	83
-1	s-albumiini,indeksi	g/l	g/l	FALSE	A	27	26
-1	s-albumiini,osatutkimuss-prot-fr	g/l	g/l	FALSE	A	11	11
3024561	s-albumiini-fraktio	g/l	g/l	FALSE	N	1192	633
3024561	s-albumiini-fraktio	g/l	g/l	FALSE	A	1114	583
-1	s-albumiinifraktio	g/l	g/l	FALSE	A	87	50
3027953	s-aldol	u/l	u/l	FALSE	N	643	515
3027953	s-aldol	u/l	u/l	FALSE	A	685	428
3027953	s-aldol	u/l	u/l	FALSE	H	156	111
3027953	s-aldol			TRUE	A	27	25
3027953	s-aldol			FALSE	N	18	18
3027953	s-aldol			FALSE	A	74	50
-1	s-aldolaasi	u/l	u/l	FALSE	A	8	8
3001788	s-aldos	pmol/l	pmol/l	FALSE	N	1165	1024
3001788	s-aldos	pmol/l	pmol/l	FALSE	H	295	228
3001788	s-aldos			FALSE	N	274	249
3001788	s-aldos	pmol/l	pmol/l	FALSE	A	285	240
3001788	s-aldos			TRUE	N	23	23
3001788	s-aldos			TRUE	A	27	27
3001788	s-aldos			TRUE	H	18	12
3004280	s-aldos-m	pmol/l	pmol/l	FALSE	A	33	26
3003171	s-aldos-p			TRUE	A	30	25
3003171	s-aldos-p	pmol/l	pmol/l	FALSE	A	126	103
3003171	s-aldos-p	pmol/l	pmol/l	FALSE	H	14	13
3003171	s-aldos-p			TRUE	H	23	19
3003171	s-aldos-p	pmol/l	pmol/l	FALSE	N	7	6
-1	s-aldosteroni	pmol/l	pmol/l	FALSE	N	20	19
-1	s-aldosteroni	pmol/l	pmol/l	FALSE	A	6	6
3015322	s-alfa-1	g/l	g/l	FALSE	N	12647	5353
3015322	s-alfa-1	g/l	g/l	FALSE	A	854	647
3015322	s-alfa-1	g/l	g/l	FALSE	H	537	479
3015322	s-alfa-1	g/l	g/l	FALSE	L	340	205
3015322	s-alfa-1			TRUE	A	375	334
3015322	s-alfa-1			TRUE	H	28	28
3015322	s-alfa-1			TRUE	L	19	16
3015322	s-alfa-1			TRUE	N	9	6
3015322	s-alfa-1			FALSE	N	14	14
-1	s-alfa-1-antitrypsiini	g/l	g/l	FALSE	A	13	13
-1	s-alfa-1-fetoproteiini			FALSE	N	7	6
-1	s-alfa-1-fetoproteiini	u/ml	u/ml	FALSE	A	103	51
-1	s-alfa-1-fetoproteiini	u/ml	u/ml	FALSE	H	15	7
-1	s-alfa-1-fetoproteiini	u/ml	u/ml	FALSE	N	13	11
3015322	s-alfa-1-fraktio	g/l	g/l	FALSE	N	1778	806
3015322	s-alfa-1-fraktio	g/l	g/l	FALSE	A	540	401
-1	s-alfa-1-globuliini	g/l	g/l	FALSE	N	11	9
-1	s-alfa-1-globuliini,fraktio	g/l	g/l	FALSE	N	59	56
3005229	s-alfa-2	g/l	g/l	FALSE	N	12513	5290
3005229	s-alfa-2	g/l	g/l	FALSE	A	973	695
3005229	s-alfa-2	g/l	g/l	FALSE	H	611	489
3005229	s-alfa-2			TRUE	A	315	273
3005229	s-alfa-2	g/l	g/l	FALSE	L	332	197
3005229	s-alfa-2			TRUE	H	37	36
3005229	s-alfa-2			TRUE	L	10	9
3005229	s-alfa-2			TRUE	N	7	6
3005229	s-alfa-2			FALSE	N	14	14
3005229	s-alfa-2-fraktio	g/l	g/l	FALSE	N	1758	812
3005229	s-alfa-2-fraktio	g/l	g/l	FALSE	A	559	389
-1	s-alfa-2-globuliini,fraktio	g/l	g/l	FALSE	N	60	57
-1	s-alfa-2-globuliini,osatutkimuss-prot-fr	g/l	g/l	FALSE	A	10	9
-1	s-alfa1	g/l	g/l	FALSE	A	156	119
-1	s-alfa1			TRUE	A	7	7
-1	s-alfa1	g/l	g/l	FALSE	N	284	226
-1	s-alfa1			TRUE	N	40	40
3015322	s-alfa1-globuliini(valetietues-prot-fr)	g/l	g/l	FALSE	A	7	7
3005229	s-alfa2	g/l	g/l	FALSE	A	627	455
-1	s-alfa2			TRUE	A	28	28
3005229	s-alfa2	g/l	g/l	FALSE	N	210	166
-1	s-alfa2			TRUE	N	19	19
43533860	s-alfgale	u/ml	u/ml	FALSE	N	209	200
43533860	s-alfgale	u/ml	u/ml	FALSE	A	14	13
