id,source,abbreviation,abbreviation_source,name_fi,name_se,unit,source_concept_id,concept_id_omop_grouped
21038,LABfi_TMP,-pin2nho,-Pin2NhO,"Parainfluenssa 2-virus, nukleiinihappo (kval)",NA,,NA,NA
21039,LABfi_TMP,-pin3nho,-Pin3NhO,"Parainfluenssa 3-virus, nukleiinihappo (kval)",NA,,NA,NA
21040,LABfi_TMP,-pin4nho,-Pin4NhO,"Parainfluenssa 4-virus, nukleiinihappo (kval)",NA,,NA,NA
21041,LABfi_TMP,-hmpvnho,-hMPVNhO,"Humaani metapneumovirus, nukleiinihappo (kval)",NA,,NA,NA
21042,LABfi_TMP,-koronho,-KoroNhO,"Koronavirus, nukleiinihappo (kval)",NA,,NA,NA
21057,LABfi_TMP,s-leuk-ab,S -LEUK-AB,"Valkosoluvasta-aineseulonta,CDC",NA,Lausunto,NA,NA
21086,LABfi_TMP,s-dengag,S -DengAg,"Dengue-virus, antigeeni",NA,,NA,NA
21087,LABfi_TMP,-siennho,-SienNho,"Sieni, nukleiinihappo (kval)",NA,,NA,NA
211,LABfi_TMP,cu-kesto,cU-Kesto,Keräyksen kesto,NA,min,2015000231,3016750
21102,LABfi_TMP,u-orgahj,U -OrgahJ,"Orgaaniset hapot, jatkotutkimus",NA,Lausunto,NA,NA
21103,LABfi_TMP,p-at3-hus,P -AT3-HUS,"Antitrombiini III, HUS",NA,%,NA,NA
21109,LABfi_TMP,hyytlaus,HyytLaus,"Hyytymistutkimuslausunto, HUS",NA,Lausunto,NA,NA
2113,LABfi_TMP,s-kgb-ic,S -KgB-Ic,S -Konglutiniiniin sitoutuneetimmunokompleksit,NA,SD,NA,NA
2117,LABfi_TMP,e-kporf,E -Kporf,Koproporfyriinit,NA,nmol/l,NA,NA
21174,LABfi_TMP,u-povnh,U -PoVNh,"Polyoomavirus, nukleiinihappo(kvant), virtsa",NA,,NA,NA
21175,LABfi_TMP,p-jcvnh,P -JCVNh,"JC-virus, nukleiinihappo (kvant), plasma",NA,kopio/ml,NA,NA
21176,LABfi_TMP,li-bkvnh,Li-BKVNh,"BK-virus, nukleiinihappo (kvant), selkäydinneste",NA,kopio/ml,NA,NA
21177,LABfi_TMP,li-jcvnh,Li-JCVNh,"JC-virus, nukleiinihappo (kvant), selkäydinneste",NA,kopio/ml,NA,NA
21178,LABfi_TMP,-bkvnh,-BKVNh,"BK-virus, nukleiinihappo (kvant)",NA,kopio/ml,NA,NA
21179,LABfi_TMP,-jcvnh,-JCVNh,"JC-virus, nukleiinihappo (kvant)",NA,kopio/ml,NA,NA
21180,LABfi_TMP,u-bkvnh,U -BKVNh,"BK-virus, nukleiinihappo (kvant), virtsa",NA,kopio/ml,NA,NA
21181,LABfi_TMP,u-jcvnh,U -JCVNh,"JC-virus, nukleiinihappo (kvant), virtsa",NA,kopio/ml,NA,NA
212,LABfi_TMP,cu-alkupvm,cU-AlkuPvm,Keräyksen alkupäivämäärä,NA,,NA,NA
21262,LABfi_TMP,b-cya-ms,B -CyA-MS,"Siklosporiini A, massaspektrometrinen, verestä",NA,ug/l,2015000367,3010375
21280,LABfi_TMP,p-okorsol,P -oKorsol,"Kortisoli, oikea lisämunuainen",NA,nmol/l,NA,NA
21281,LABfi_TMP,p-vkorsol,P -vKorsol,"Kortisoli, vasen lisämunuainen",NA,nmol/l,NA,NA
21282,LABfi_TMP,p-akorsol,P -aKorsol,"Kortisoli, alaonttolaskimo, perifeerinen näyte",NA,nmol/l,NA,NA
21290,LABfi_TMP,s-korsol,S -Korsol,Kortisoli,NA,nmol/l,NA,NA
213,LABfi_TMP,u-tilav,U -Tilav,Tilavuus,NA,ml,NA,NA
21300,LABfi_TMP,u-tilav,U -Tilav,Tilavuus (Pt-Krea-Cl),NA,ml,NA,NA
21310,LABfi_TMP,s-metnef,S -Metnef,Metanefriini,NA,nmol/l,2015000233,3009340
21399,LABfi_TMP,p-fibrhus,P -FibrHUS,"Fibrinogeeni, HUS",NA,g/l,NA,NA
214,LABfi_TMP,pt-paino,Pt-Paino,Potilaan paino,NA,kg,2015000368,3013762
21405,LABfi_TMP,nu-uporf1,nU-Uporf 1,Uroporfyriini I,NA,nmol/l,NA,NA
21406,LABfi_TMP,nu-uporf3,nU-Uporf 3,Uroporfyriini III,NA,nmol/l,NA,NA
21407,LABfi_TMP,nu-7c-porf,nU-7C-Porf,7-COOH-Porfyriini,NA,nmol/l,NA,NA
21408,LABfi_TMP,nu-6c-porf,nU-6C-Porf,6-COOH-Porfyriini,NA,nmol/l,NA,NA
21409,LABfi_TMP,nu-5c-porf,nU-5C-Porf,5-COOH-Porfyriini,NA,nmol/l,NA,NA
21410,LABfi_TMP,du-krea,dU-Krea,Kreatiniini,NA,mmol,2015000369,3014724
21411,LABfi_TMP,nu-kporf3,nU-Kporf 3,Koproporfyriini III,NA,nmol/l,NA,NA
2142,LABfi_TMP,s-krea,S -Krea,Kreatiniini,NA,umol/l,NA,NA
2142,LABfi_TMP,p-krea,P -Krea,Kreatiniini,NA,umol/l,NA,NA
2143,LABfi_TMP,p-krea,P -Krea,Kreatiniini,NA,umol/l,NA,NA
2143,LABfi_TMP,s-krea,S -Krea,Kreatiniini,NA,umol/l,NA,NA
21435,LABfi_TMP,cv-mksyn,Cv-MKsyn,"Molekyylikaryotyypitys, synnynnäiset poikkeavuudet, istukka",NA,Lausunto,NA,NA
21436,LABfi_TMP,am-mksyn,Am-MKsyn,"Molekyylikaryotyypitys, synnynnäiset poikkeavuudet, lapsives",NA,Lausunto,NA,NA
21450,LABfi_TMP,u-krea,U -Krea,Kreatiniini,NA,umol/l,2015000370,3009508
21460,LABfi_TMP,pt-krea-cl,Pt-Krea-Cl,Kreatiniinin poistuma,NA,ml/s,NA,NA
215,LABfi_TMP,cu-lopppvm,cU-LoppPvm,Keräyksen loppupäivämäärä,NA,,NA,NA
21510,LABfi_TMP,nu-kporf1,nU-Kporf 1,Koproporfyriini I,NA,nmol/l,NA,NA
21515,LABfi_TMP,s-hevabg,S -HEVAbG,"Hepatiitti E-virus, IgG-vasta-aineet",NA,,2015000472,3029023
21516,LABfi_TMP,s-hevabm,S -HEVAbM,"Hepatiitti E-virus, IgM-vasta-aineet",NA,,2015000473,3002222
21518,LABfi_TMP,b-hb-s,B -Hb-S,"Hemoglobiini, S (sirppisolu)",NA,%,NA,NA
2154,LABfi_TMP,ts-kromos,Ts-Kromos,Kudoksen kromosomit,NA,,NA,NA
21551,LABfi_TMP,s-zikaabm,S -ZikaAbM,"Zikavirus, IgM vasta-aineet",NA,,NA,NA
21552,LABfi_TMP,-zikanho,-ZikaNhO,"-Zikavirus, nukleiinihappo (kval)",NA,,NA,NA
21554,LABfi_TMP,s-dezagab,S -DeZAgAb,"-Dengue- ja zikavirus, pakettitutkimus",NA,,NA,NA
21571,LABfi_TMP,s-kryog-o,S -Kryog-O,"S -Kryoglobuliini,osoitus",NA,arvio,NA,NA
21576,LABfi_TMP,b-exseq-d,B -ExSeq-D,"Eksomisekvensointi, veri",NA,Lausunto,NA,NA
21577,LABfi_TMP,b-extri-d,B -ExTri-D,"Eksomisekvensointi potilas javanhemmat, veri",NA,Lausunto,NA,NA
216,LABfi_TMP,u-barb-o,U -Barb-O,Barbituraatit (kval),NA,Lausunto,NA,NA
2160,LABfi_TMP,s-krypab,S -KrypAb,"S -Kryptokokki,vasta-aineet",NA,LAUSUNT,NA,NA
2161,LABfi_TMP,-cryp-ag,-Cryp-Ag,-Cryptococcus neof.antigeeni,NA,titteri,NA,NA
217,LABfi_TMP,cu-tilav-l,cU-Tilav-L,"Tilavuus, keräysvirtsa",NA,ml,NA,NA
2170,LABfi_TMP,p-cu,P -Cu,Kupari,NA,umol/l,NA,NA
21731,LABfi_TMP,p-tt-hus,P -TT-HUS,"Tromboplastiiniaika, HUS",NA,%,NA,NA
21746,LABfi_TMP,s-aps1ab,S -APS1Ab,"Autoimmuunipolyendokrinopatiasyndrooma, vasta-aineet",NA,Lausunto,NA,NA
2175,LABfi_TMP,s-kylom-o,S -Kylom-O,Kylomikronit (kval),NA,Arvio,NA,NA
21758,LABfi_TMP,pt-apri,Pt-APRI,ASAT/trombosyytit-indeksi,NA,,NA,NA
21761,LABfi_TMP,-dengnho,-DengNhO,"Denguevirus, nukleiinihappo (kval)",NA,,NA,NA
21762,LABfi_TMP,-dezinho,-DeZiNhO,"Dengue- ja zikavirus, nukleiinihappo",NA,,NA,NA
21777,LABfi_TMP,li-igg,Li-IgG,"Immunoglobuliini G, selkäydinneste",NA,mg/l,2015000474,3007368
21780,LABfi_TMP,s-enkefab,S -EnkefAb,"Autoimmuunienkefaliitti, vasta-aineet",NA,Lausunto,NA,NA
21781,LABfi_TMP,li-enkefab,Li-EnkefAb,"Autoimmuunienkefaliitti, vasta-aineet",NA,Lausunto,NA,NA
21788,LABfi_TMP,s-oaldos,S -oAldos,"Aldosteroni, oikea lisämunuainen",NA,pmol/l,NA,NA
21789,LABfi_TMP,s-valdos,S -vAldos,"Aldosteroni, vasen lisämunuainen",NA,pmol/l,NA,NA
21790,LABfi_TMP,s-aaldos,S -aAldos,"Aldosteroni, alaonttolaskimo,perifeerinen näyte",NA,pmol/l,NA,NA
21799,LABfi_TMP,pt-fib-4,Pt-FIB-4,Fibrosis-4-indeksi,NA,,NA,NA
218,LABfi_TMP,u-seulo,U -Seulo,Virtsan seulonta,NA,,NA,NA
21841,LABfi_TMP,ab-laktaat,aB-Laktaat,"Laktaatti (verikaasulaite), valtimoveri",NA,mmol/l,2015000240,3018405
21842,LABfi_TMP,cb-laktaat,cB-Laktaat,"Laktaatti (verikaasulaite), kapillaariveri",NA,mmol/l,2015000241,3028271
21843,LABfi_TMP,vb-laktaat,vB-Laktaat,"Laktaatti (verikaasulaite), laskimoveri",NA,mmol/l,2015000242,3008037
219,LABfi_TMP,cu-kesto-l,cU-Kesto-L,Keräyksen kesto,NA,min,NA,NA
2198,LABfi_TMP,s-lang-ab,S -Lang-Ab,"S -Langerhansin saareke,vasta-aineet",NA,JDF YKS,NA,NA
22,LABfi_TMP,pf-nef/pf,Pf-Nef/Pf,Pf-Nefelometripaketti,NA,,NA,NA
220,LABfi_TMP,pituus,Pituus,Pituus,NA,cm,NA,NA
22000,LABfi_TMP,b-hla1pk,B -HLA1PK,"Potilaan HLA 1 tutkimuspaketti, kantasolujensiirto",NA,,NA,NA
22001,LABfi_TMP,b-hla2frk,B -HLA2FrK,Potilaan HLA 2 näyte pakastettavaksi myöh.tutk. varten,NA,,NA,NA
22002,LABfi_TMP,b-hla2psk,B -HLA2PSK,"Potilaan HLA 2 tutkimuspaketti, kantasolujen rekisterisiirto",NA,,NA,NA
22003,LABfi_TMP,b-hla2prk,B -HLA2PRK,"Potilaan HLA 2 tutkimuspaketti, kantasolujensiirto",NA,,NA,NA
22004,LABfi_TMP,b-hla1mun,B -HLA1Mun,Munuaisensiirtopotilaan HLA 1tutkimuspaketti,NA,,NA,NA
22005,LABfi_TMP,b-hla-bw,B -HLA-Bw,"HLA-Bw, epitoopit",NA,Lausunto,NA,NA
22006,LABfi_TMP,b-hla2mun,B -HLA2Mun,Munuaisensiirtopotilaan HLA 2tutkimuspaketti,NA,,NA,NA
22007,LABfi_TMP,b-hlamaks,B -HLAMaks,Maksansiirtopotilaan HLA tutkimuspaketti,NA,,NA,NA
22008,LABfi_TMP,b-hlasyke,B -HLASyKe,Sydän/keuhkonsiirtopotilaan HLA tutkimuspaketti,NA,,NA,NA
22009,LABfi_TMP,b-hlasuol,B -HLASuol,Suolensiirtopotilaan HLA tutkimuspaketti,NA,,NA,NA
22010,LABfi_TMP,b-hlahaim,B -HLAHaim,Haimansiirtopotilaan HLA tutkimuspaketti,NA,,NA,NA
22012,LABfi_TMP,kiirelisä,KIIRELISÄ,Kiirelisä,NA,,NA,NA
22028,LABfi_TMP,b-hlatrb,B -HLATrb,HLA-tyypitys ja leukosyyttivasta-aineet trombos.siirt.varten,NA,,NA,NA
22029,LABfi_TMP,s-leu-eo,S -Leu-EO,"Leukosyyttivasta-aineet, elinsiirtoa odottava",NA,,2015000248,3042733
22031,LABfi_TMP,s-leu-es,S -Leu-ES,"Leukosyyttivasta-aineet, toimivan siirrännäisen seuranta",NA,,NA,NA
22033,LABfi_TMP,s-leu-ks,S -Leu-KS,"Leukosyyttivasta-aineet, kantasolusiirtoa odottava",NA,,NA,NA
22040,LABfi_TMP,sprv-ktlau,SPRV-KTlau,Kudostyyppilausunto,NA,Lausunto,NA,NA
22041,LABfi_TMP,sprv-lelau,SPRV-LElau,VAVA lausunto,NA,Lausunto,NA,NA
2205,LABfi_TMP,s-legi-ab,S -Legi-Ab,"S -Legionella , vasta-aineet",NA,,NA,NA
22056,LABfi_TMP,s-w-h:a,S -W-H:a,S -W-H:a,NA,titteri,NA,NA
2207,LABfi_TMP,s-maiteia,S -MaitEIA,"S -Lehmänmaito, vasta-aineet",NA,%,NA,NA
22070,LABfi_TMP,s-maitab,S -MaitAb,S -Lehmänmaitovasta-aineet(tutkimuksiin),NA,%,NA,NA
22073,LABfi_TMP,-emcilia,-EMCilia,Cilioiden rakennetutkimus elektronimikroskoopilla,NA,Lausunto,NA,NA
221,LABfi_TMP,paino,Paino,Paino,NA,kg,2015000480,3013762
2211,LABfi_TMP,s-lept-ab,S -Lept-Ab,"S -Leptospira,vasta-aineet",NA,,NA,NA
22111,LABfi_TMP,s-lephaab,S -LephaAb,S -Leptospira hardjoe vasta-aineet,NA,titteri,NA,NA
22112,LABfi_TMP,s-lepcaab,S -LepcaAb,S -Leptospira canicola vasta-aineet,NA,titteri,NA,NA
22113,LABfi_TMP,s-lepgrab,S -LepgrAb,S -Leptospira grippotyphosavasta-aineet,NA,titteri,NA,NA
22114,LABfi_TMP,s-lepicab,S -LepicAb,S -Leptospira icterohaemorrhagiae vasta-aineet,NA,titteri,NA,NA
22115,LABfi_TMP,s-lepauab,S -LepauAb,S -Leptospira australis vasta-aineet,NA,titteri,NA,NA
22116,LABfi_TMP,s-leppoab,S -LeppoAb,S -Leptospira pomona vasta-aineet,NA,titteri,NA,NA
22117,LABfi_TMP,s-leptabg,S -LeptAbG,"Leptospira, IgG vasta-aineet",NA,U/ml,NA,NA
22118,LABfi_TMP,s-leptabm,S -LeptAbM,"Leptospira, IgM vasta-aineet",NA,U/ml,NA,NA
222,LABfi_TMP,pinta-ala,Pinta-ala,Pinta-ala,NA,m2,NA,NA
2225,LABfi_TMP,b-diffi-c,B -Diffi-C,"Leukosyytit, erittelylaskenta",NA,,NA,NA
223,LABfi_TMP,pd-pak,Pd-Pak,"Kemialliset tutkimukset,pakett",NA,,NA,NA
2230,LABfi_TMP,s-leuk-ab,S -Leuk-Ab,"Leukosyytit,vasta-aineet",NA,Lausunto,NA,NA
224,LABfi_TMP,li-igg-ind,Li-IgG-ind,"Immunoglobuliini G, indeksi,selkäydinneste",NA,INDEKSI,NA,NA
225,LABfi_TMP,b-veioni1,B -VeIoni1,Verikaasu-elektrol.paketti,NA,,NA,NA
226,LABfi_TMP,p-caioni,P -CaIoni,Ca-Ion-elektrolyyttipaketti,NA,,NA,NA
227,LABfi_TMP,b-veioni2,B -VeIoni2,Verikaasu-ionipaketti,NA,,NA,NA
2275,LABfi_TMP,ly-cd4/cd8,Ly-CD4/CD8,"Ly-Lymfosyytti T, auttaja/estäjä-T-lymfosyyttien suhde",NA,LAUSUNTO,NA,NA
2275,LABfi_TMP,b-ly-diff,B -Ly-Diff,"B -Lymfosyytit,erittely",NA,LAUSUNT,NA,NA
2275,LABfi_TMP,b-cd4/cd8,B -CD4/CD8,"B -Lymfosyytit,erittely",NA,LAUSUNT,NA,NA
2278,LABfi_TMP,b-lypha-s,B -LyPHA-S,B -LymfosyyttienPHA-stimulaatio,NA,LAUSUNT,NA,NA
22782,LABfi_TMP,p-traihus,P -TrAiHUS,"Trombiiniaika, HUS",NA,s,2015000372,3036489
22783,LABfi_TMP,p-aptthus,P -APTTHUS,"Tromboplast.aika,akt,part,HUS",NA,s,NA,NA
2279,LABfi_TMP,b-pb,B -Pb,Lyijy,NA,umol/l,NA,NA
228,LABfi_TMP,-bactec,-Bactec,Bactec-paketti,NA,,NA,NA
22840,LABfi_TMP,du-lzm,dU-LZM,Lysotsyymi,NA,mg,NA,NA
229,LABfi_TMP,cb-veioni,cB-VeIoni,Verikaasu-Ca-ionipaketti,NA,,NA,NA
2296,LABfi_TMP,f-mm-0,F -MM-0,F -Madonmunat (kval),NA,,NA,NA
22990,LABfi_TMP,du-mg,dU-Mg,Magnesium,NA,mmol,2015000340,3017937
23,LABfi_TMP,bf-nef-5,Bf-Nef-5,Nefelometri-paketti 5,NA,,NA,NA
230,LABfi_TMP,u-tutkesi,U -TutkEsi,"Perustutkimus, esitiedot",NA,Arvio,NA,NA
2303,LABfi_TMP,p-mg,P -Mg,Magnesium,NA,mmol/l,NA,NA
23031,LABfi_TMP,li-akenkef,Li-AkEnkef,"Autoimmuunienkefaliitti, vasta-aineet, akuuttipaketti",NA,Lausunto,NA,NA
23032,LABfi_TMP,s-akenkef,S -AkEnkef,"Autoimmuunienkefaliitti, vasta-aineet, akuuttipaketti",NA,Lausunto,NA,NA
23033,LABfi_TMP,b-neutoks,B -NeutOks,Neutrofiilien oksidaatiokyky,NA,lausunto,NA,NA
23034,LABfi_TMP,ts-pad-ev,Ts-PAD-EV,"Kudosnäyte, histologinen erikoisvärjäys",NA,,NA,NA
23036,LABfi_TMP,b-trfupfa,B -TrFuPFA,"Trombosyytit, funktiotutkimus,PFA",NA,,NA,NA
23037,LABfi_TMP,u-tpk-l,U -TPK-L,"Työpaikan huume- ja lääkeainetutkimus, virtsa",NA,Lausunto,NA,NA
23038,LABfi_TMP,b-tpk-l,B -TPK-L,"Työpaikan huume- ja lääkeainetutkimus, laaja, veri",NA,Lausunto,NA,NA
23039,LABfi_TMP,b-tpketoh,B -TPKEtOH,"Työpaikan etanolitutkimus, veri",NA,o/oo,NA,NA
23040,LABfi_TMP,bm-a2gfc,Bm-A2GFc,"Jäännöstauti, Alltogether-tutkimus",NA,Lausunto,NA,NA
23041,LABfi_TMP,b-6-tgn,B -6-TGN,"Tioguaniini, veri (osatutkimus)",NA,,NA,NA
23042,LABfi_TMP,ki-pad-if,Ki-PAD-IF,"Munuainen, immunofluoresenssitutkimus",NA,,NA,NA
23043,LABfi_TMP,ts-pad-ih2,Ts-PAD-IH2,"Kudosnäyte, immunohistokemiallinen kaksoisvärjäys",NA,,NA,NA
23044,LABfi_TMP,em-bl,EM-Bl,"EM-näyte, blokkivalmius",NA,,NA,NA
23045,LABfi_TMP,em-puol,EM-Puol,"EM-näyte, puoliohutleikkeet",NA,,NA,NA
23046,LABfi_TMP,nil_harm_1,Nil_harm_1,Mycobakterium tuberculosia-herkistyn.solut,NA,IU/ml,NA,NA
23047,LABfi_TMP,tb1_vihr_2,TB1_vihr_2,Mycobakterium tuberculosia-herkistyn.solut,NA,IU/ml,NA,NA
23048,LABfi_TMP,tb2_kelt_3,TB2_kelt_3,Mycobakterium tuberculosia-herkistyn.solut,NA,IU/ml,NA,NA
23049,LABfi_TMP,mit_viol_4,Mit_viol_4,Mycobakterium tuberculosia-herkistyn.solut,NA,IU/ml,NA,NA
23050,LABfi_TMP,u-mg,U -Mg,Magnesium,NA,mmol/l,2015000342,3017400
23051,LABfi_TMP,mit_nil,MIT_NIL,Mycobakterium tuberculosia-herkistyn.solut,NA,IU/ml,NA,NA
23052,LABfi_TMP,li-mikrnho,Li-MikrNhO,"Mikrobit, nukleiinihappo (kval), likvori",NA,,NA,NA
23053,LABfi_TMP,li-eck1nho,Li-EcK1NhO,"Escherichia coli K1, nukleiinihappo (kval), likvori",NA,,NA,NA
23054,LABfi_TMP,li-hainnho,Li-HainNhO,"Haemophilus influenzae, nukleiinihappo (kval), likvori",NA,,NA,NA
23055,LABfi_TMP,li-limonho,Li-LimoNhO,"Listeria monocytogenes, nukleiinihappo (kval), likvori",NA,,NA,NA
23056,LABfi_TMP,li-nemenho,Li-NemeNhO,"Neisseria meningitidis, nukleiinihappo (kval), likvori",NA,,NA,NA
23057,LABfi_TMP,li-strbnho,Li-StrBNhO,"Streptococcus agalactiae (B),nukleiinihappo (kval), likvori",NA,,NA,NA
23058,LABfi_TMP,li-stpnnho,Li-StpnNhO,"Streptococcus pneumoniae, nukleiinihappo (kval), likvori",NA,,NA,NA
23059,LABfi_TMP,li-crnenho,Li-CrneNhO,"Cryptococcus neoformans, nukleiinihappo (kval), likvori",NA,,NA,NA
23060,LABfi_TMP,li-cmvnho,Li-CMVNhO,"Cytomegalovirus, nukleiinihappo (kval), likvori",NA,,NA,NA
23061,LABfi_TMP,li-evirnho,Li-EVirNhO,"Enterovirus, nukleiinihappo (kval), likvori",NA,,NA,NA
23062,LABfi_TMP,li-hsv1nho,Li-HSV1NhO,"Herpes simplex -virus 1, nukleiinihappo (kval), likvori",NA,,NA,NA
23063,LABfi_TMP,li-hsv2nho,Li-HSV2NhO,"Herpes simplex -virus 2, nukleiinihappo (kval), likvori",NA,,NA,NA
23064,LABfi_TMP,li-hhv6nho,Li-HHV6NhO,"Human herpesvirus 6, nukleiinihappo (kval), likvori",NA,,NA,NA
23065,LABfi_TMP,li-parenho,Li-PareNhO,"Parechovirus, nukleiinihappo (kval), likvori",NA,,NA,NA
23066,LABfi_TMP,li-vzvnho,Li-VZVNhO,"Vesirokkovirus, nukleiinihappo(kval), likvori",NA,,NA,NA
23067,LABfi_TMP,p-oreninm,P -oReninm,"Reniini, oikea munuaislaskimo",NA,mU/l,NA,NA
23068,LABfi_TMP,p-vreninm,P -vReninm,"Reniini, vasen munuaislaskimo",NA,mU/l,NA,NA
23069,LABfi_TMP,p-areninm,P -aReninm,"Reniini, alaonttolaskimo",NA,mU/l,NA,NA
23070,LABfi_TMP,pt-icsisul,Pt-ICSIsul,"Mikrohedelmöityshoito, sulatetut munasolut",NA,Lausunto,NA,NA
23071,LABfi_TMP,sp-luov,Sp-Luov,"Siittiöt, luovutetut",NA,Lausunto,NA,NA
23072,LABfi_TMP,fp-ppi,fP-PPi,"Pyrofosfaatti, plasma",NA,lausunto,NA,NA
23077,LABfi_TMP,-rmiknho,-RMikNhO,"Respiratoriset mikrobit, nukleiinihappo (kval)",NA,,NA,NA
23078,LABfi_TMP,-rmiknho,-RMikNhO,"Respiratoriset mikrobit, nukleiinihappo (kval)",NA,,NA,NA
23079,LABfi_TMP,p-ca(7.4),P -Ca(7.4),"Kalsium,ionisoitunut (7.4), plasma",NA,mmol/l,NA,NA
23080,LABfi_TMP,mb-hb,mB-Hb,"Hemoglobiini (totaali), koneveri",NA,g/l,NA,NA
23081,LABfi_TMP,u-kemvt,U -KemVT,"Kemiallinen seulonta hoitoyksikön vieritesti, virtsa",NA,,NA,NA
23083,LABfi_TMP,li-igg/alb,Li-IgG/Alb,"Immunoglobuliini G:n ja albumiinin suhde, selkäydinneste",NA,,NA,NA
23086,LABfi_TMP,p-hyyerik,P -HyyErik,"Hyytymiserikoistutkimus, plasma",NA,Lausunto,NA,NA
23087,LABfi_TMP,p-hepneu,P -HepNeu,"Trombiiniaika, hepariinin neutraloinnin jälkeen, plasma",NA,Lausunto,NA,NA
23093,LABfi_TMP,b-panel-s,B -Panel-S,"Suppea geenipaneeli, veri",NA,Lausunto,NA,NA
23094,LABfi_TMP,ts-panel-s,Ts-Panel-S,"Suppea geenipaneeli, kudos",NA,Lausunto,NA,NA
23097,LABfi_TMP,b-panel-l,B -Panel-L,"Laaja geenipaneeli, veri",NA,Lausunto,NA,NA
23098,LABfi_TMP,ts-panel-l,Ts-Panel-L,"Laaja geenipaneeli, kudos",NA,Lausunto,NA,NA
231,LABfi_TMP,s-integra,S -Integra,Integra-paketti,NA,,NA,NA
23105,LABfi_TMP,näytkäshe,NäytKäsHe,"Näytteenkäsittely, Hemostaasitutkimukset",NA,,NA,NA
23106,LABfi_TMP,kiirehetr,KiireHeTr,"Kiireellisyyslisä, Hemostaasi-ja trombosyyttitutkimukset",NA,,NA,NA
23107,LABfi_TMP,päivhetr,PäivHeTr,"Päivystyslisä, Hemostaasi- jatrombosyyttitutkimukset",NA,,NA,NA
23108,LABfi_TMP,ly-fech,Ly-FECH,"Ferrokelataasi, lymfosyytit",NA,yks/mg,NA,NA
23113,LABfi_TMP,s-trypt,S -Trypt,Tryptaasi,NA,ug/l,NA,NA
23117,LABfi_TMP,pf-rf,Pf-RF,"Reumafaktori, pleuraneste",NA,IU/ml,NA,NA
23118,LABfi_TMP,b-geneseq,B -GeneSeq,"Yksittäisen geenin läpisekvensointitutkimus, veri",NA,Lausunto,NA,NA
23119,LABfi_TMP,ts-geneseq,Ts-GeneSeq,"Yksittäisen geenin läpisekvensointitutkimus, kudos",NA,Lausunto,NA,NA
23138,LABfi_TMP,cb-na-veka,cB-Na-Veka,"Natrium (verikaasulaite), kapillaariveri",NA,mmol/l,NA,NA
23139,LABfi_TMP,s-innseer,S -INNseer,"INNODIA-tutkimus, Seeruminäyte",NA,,NA,NA
23140,LABfi_TMP,b-innedta,B -INNedta,"INNODIA-tutkimus, EDTA-näyte",NA,,NA,NA
23141,LABfi_TMP,b-inn-nah,B -INN-NaH,"INNODIA-tutkimus, Na-Hepariininäyte",NA,,NA,NA
2315,LABfi_TMP,b-mala-0,B -Mala-0,Malariaplasmodit (kval),NA,Arvio,NA,NA
2317,LABfi_TMP,s-malaab,S -MalaAb,"S -Malaria,vasta-aineet",NA,titteri,NA,NA
23172,LABfi_TMP,b-canvas,B -CANVAS,"RFC1-geenin homotsyg. toistojaksomutaation osoitus, veri",NA,Lausunto,NA,NA
23173,LABfi_TMP,b-rfc1jat,B -RFC1jat,"RFC1-geenin homotsyg. toistojaksomutaation osoitus, jatko",NA,Lausunto,NA,NA
232,LABfi_TMP,p-integra,P -Integra,Integra-paketti,NA,,NA,NA
2322,LABfi_TMP,b-mn,B -Mn,Mangaani,NA,nmol/l,NA,NA
23220,LABfi_TMP,cb-k-veka,cB-K-VeKa,"Kalium (verikaasulaite), kapillaariveri",NA,mmol/l,NA,NA
23221,LABfi_TMP,b-fvfii-d,B -FVFII-D,"Hyytymistekijä V- ja protrombiinigeeni, DNA-tutkimus, GEN",NA,Lausunto,NA,NA
23224,LABfi_TMP,vekael-vt,VeKaEL-Vt,"Verikaasut, elektrolyytit ym.,hoitoyksikön vieritesti, veri",NA,,NA,NA
23225,LABfi_TMP,b-hb-vt,B -Hb-Vt,"Hemoglobiini, hoitoyksikön vieritesti, veri",NA,g/l,NA,NA
23226,LABfi_TMP,b-krea-vt,B -Krea-Vt,"Kreatiniini, hoitoyksikön vieritesti, veri",NA,umol/l,NA,NA
23227,LABfi_TMP,b-na-vt,B -Na-Vt,"Natrium, hoitoyksikön vieritesti, veri",NA,mmol/l,NA,NA
23228,LABfi_TMP,b-k-vt,B -K-Vt,"Kalium, hoitoyksikön vieritesti, veri",NA,mmol/l,NA,NA
23229,LABfi_TMP,b-gluk-vt,B -Gluk-Vt,"Glukoosi, hoitoyksikön vieritesti, kokoveri",NA,mmol/l,NA,NA
23230,LABfi_TMP,b-caionvt,B -CaIonVt,"Kalsium, ionisoitu (akt), hoitoyksikön vieritesti, veri",NA,mmol/l,NA,NA
23231,LABfi_TMP,b-hkr-vt,B -HKR-Vt,"Punasolut, tilavuusosuus, hoitoyksikön vieritesti, veri",NA,Osuus,NA,NA
23232,LABfi_TMP,b-lakt-vt,B -Lakt-Vt,"Laktaatti, hoitoyksikön vieritesti, veri",NA,mmol/l,NA,NA
23233,LABfi_TMP,b-ph-vt,B -pH-Vt,"Veren pH, hoitoyksikön vieritesti, veri",NA,pH,NA,NA
