group_id	TEST_NAME	UNIT	n	p_missing	deciles	LongName	prefix_meaning	suffix_meaning	group_path	has_component	has_property	has_time_aspect	has_system	has_scale_type	has_method	is_panel
70	s-paroabg	au/ml	72	0	[14.1, 32.2, 47.68, 60.86, 78.93, 100.49, 117, 176, 216]	S -Sikotautivirus, IgG-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Mumps virus IgG Ab	Arbitrary Concentration	Point in time (spot)	Serum	Qn		FALSE
70	s-paroabg	titre	45	0		S -Sikotautivirus, IgG-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Mumps virus IgG Ab	Titer	Point in time (spot)	Serum	SemiQn		FALSE
70	s-paroabg		172	91.86		S -Sikotautivirus, IgG-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Mumps virus IgG Ab	Presence or Threshold	Point in time (spot)	Serum	Ord		FALSE
70	s-paroabm		197	98.98		S -Sikotautivirus, IgM-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Mumps virus IgM Ab	Presence or Threshold	Point in time (spot)	Serum	Ord		FALSE
70	s-parprot		1578	100			Serum		2.1.2.1.2.2.2.2.2.1	Paraprotein	Finding	Point in time (spot)	Serum	Nar	Electrophoresis	FALSE
70	s-parpäh	u/ml	67	0		S -Parapähkinä (f18), IgE-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Brazil nut IgE Ab	Arbitrary Concentration	Point in time (spot)	Serum	Qn	Immunoassay	FALSE
70	s-parpäh		184	96.2		S -Parapähkinä (f18), IgE-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Brazil nut IgE Ab	Presence or Threshold	Point in time (spot)	Serum	Ord	Immunoassay	FALSE
70	s-parvab		3096	100		S -Parvovirus, vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Parvovirus B19 Ab		Point in time (spot)	Serum			TRUE
70	s-parvabg	eiu	67	0	[10, 35, 50, 61, 71.88, 80.25, 90, 90, 100]	S -Parvovirus, IgG-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Parvovirus B19 IgG Ab	Arbitrary Concentration	Point in time (spot)	Serum	Qn		FALSE
70	s-parvabg	ie/ml	5	0		S -Parvovirus, IgG-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Parvovirus B19 IgG Ab	Arbitrary Concentration	Point in time (spot)	Serum	Qn		FALSE
70	s-parvabg	index	250	0	[10.1, 15.96, 22.67, 26.36, 30.21, 33.04, 36.98, 39.69, 42.76]	S -Parvovirus, IgG-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Parvovirus B19 IgG Ab	Ratio	Point in time (spot)	Serum	Qn		FALSE
70	s-parvabg	iu/ml	57	0		S -Parvovirus, IgG-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Parvovirus B19 IgG Ab	Arbitrary Concentration	Point in time (spot)	Serum	Qn		FALSE
70	s-parvabg	titre	558	0	[200, 400, 800, 800, 800, 1555.56, 1600, 1600, 1600]	S -Parvovirus, IgG-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Parvovirus B19 IgG Ab	Titer	Point in time (spot)	Serum	SemiQn		FALSE
70	s-parvabg		2056	91.73	[4.91, 11.45, 38.67, 122.23, 400, 800, 800, 1600, 1600]	S -Parvovirus, IgG-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Parvovirus B19 IgG Ab	Presence or Threshold	Point in time (spot)	Serum	Ord		FALSE
70	s-parvabm		2965	99.46		S -Parvovirus, IgM-vasta-aineet	Serum		2.1.2.1.2.2.2.2.2.1	Parvovirus B19 IgM Ab	Presence or Threshold	Point in time (spot)	Serum	Ord		FALSE
70	s-parvavi	%	13	0		S -Parvovirus, vasta-aineet, aviditeetti	Serum		2.1.2.1.2.2.2.2.2.1	Parvovirus B19 IgG Ab avidity	Ratio	Point in time (spot)	Serum	Qn		FALSE
70	s-parvavi		600	95.33		S -Parvovirus, vasta-aineet, aviditeetti	Serum		2.1.2.1.2.2.2.2.2.1	Parvovirus B19 IgG Ab avidity	Presence or Threshold	Point in time (spot)	Serum	Ord		FALSE
70	s-pekpähe	u/ml	31	0			Serum		2.1.2.1.2.2.2.2.2.1	Pecan nut IgE Ab	Arbitrary Concentration	Point in time (spot)	Serum	Qn	Immunoassay	FALSE
70	s-pekpähe		77	96.1			Serum		2.1.2.1.2.2.2.2.2.1	Pecan nut IgE Ab	Presence or Threshold	Point in time (spot)	Serum	Ord	Immunoassay	FALSE
70	s-sakspäe	u/ml	883	0	[0, 0, 0, 0.01, 0.01, 0.03, 0.07, 0.21, 1.55]		Serum		2.1.2.1.2.2.2.2.2.1	Walnut IgE Ab	Arbitrary Concentration	Point in time (spot)	Serum	Qn	Immunoassay	FALSE
70	s-sakspäe		95	74.74			Serum		2.1.2.1.2.2.2.2.2.1	Walnut IgE Ab	Presence or Threshold	Point in time (spot)	Serum	Ord	Immunoassay	FALSE
70	s-sappih	umol/l	9172	0.36	[2, 2.87, 3.49, 4.45, 5.83, 7.59, 10.65, 16.77, 32.84]	S -Sappihapot	Serum		2.1.2.1.2.2.2.2.2.1	Bile acids.total	Substance Concentration	Point in time (spot)	Serum	Qn		FALSE
70	s-sappih		1955	50.33	[2, 3, 3, 4, 4.4, 5.33, 7.05, 9.69, 18.19]	S -Sappihapot	Serum		2.1.2.1.2.2.2.2.2.1	Bile acids.total	Substance Concentration	Point in time (spot)	Serum	Qn		FALSE
70	s-valpr	%	33	0		S -Valproaatti	Serum		2.1.2.1.2.2.2.2.2.1	Valproate.free/Valproate.total	Mass Fraction	Point in time (spot)	Serum	Qn		FALSE
70	s-valpr	umol/l	35853	0.05	[220.39, 285.23, 332.16, 372.59, 408.92, 446.56, 486.81, 533.22, 600.78]	S -Valproaatti	Serum		2.1.2.1.2.2.2.2.2.1	Valproate	Substance Concentration	Point in time (spot)	Serum	Qn		FALSE
70	s-valpr		1583	100	[195.88, 257.11, 300.41, 340.81, 382.77, 422.91, 465.76, 516.34, 588.53]	S -Valproaatti	Serum		2.1.2.1.2.2.2.2.2.1	Valproate	Presence or Threshold	Point in time (spot)	Serum	Ord		FALSE
70	s-valpr-v	umol/l	818	0	[25.49, 29.94, 35.24, 39.88, 44.93, 50.41, 57.45, 67.85, 86.45]	S -Valproaatti, vapaa	Serum	Free or unconjugated	2.1.2.1.2.2.2.2.2.1	Valproate.free	Substance Concentration	Point in time (spot)	Serum	Qn		FALSE
70	s-valpr-v		221	80.54		S -Valproaatti, vapaa	Serum	Free or unconjugated	2.1.2.1.2.2.2.2.2.1	Valproate.free	Presence or Threshold	Point in time (spot)	Serum	Ord		FALSE
70	s-valpro	umol/l	171	0			Serum		2.1.2.1.2.2.2.2.2.1	Valproate	Substance Concentration	Point in time (spot)	Serum	Qn		FALSE
70	s-valpro		5	100			Serum		2.1.2.1.2.2.2.2.2.1	Valproate	Presence or Threshold	Point in time (spot)	Serum	Ord		FALSE
70	s-vara		340	100			Serum		2.1.2.1.2.2.2.2.2.1				Serum	Nar		FALSE
70	s-varah		253	100			Serum		2.1.2.1.2.2.2.2.2.1				Serum	Nar		FALSE
70	sappihapot	umol/l	161	0					2.1.2.1.2.2.2.2.2.1	Bile acids.total	Substance Concentration	Point in time (spot)	Serum or Plasma	Qn		FALSE
70	sappihapot		14	100					2.1.2.1.2.2.2.2.2.1	Bile acids.total	Presence or Threshold	Point in time (spot)	Serum or Plasma	Ord		FALSE
70	sk-padihot		24730	100		Sk-Ihottumanäytteen histologinen tutkimus	Skin		2.1.2.1.2.2.2.2.2.1	Histology	Finding	Point in time (spot)	Skin	Nar		FALSE
70	tupakka	u/24h	599	0	[0, 0, 0, 0, 0, 0, 0, 0, 8.55]				2.1.2.1.2.2.2.2.2.1	Cotinine	Arbitrary Concentration	24 hours	Urine	Qn		FALSE
70	tupakka		104	100					2.1.2.1.2.2.2.2.2.1	Cotinine	Presence or Threshold		Urine	Ord		FALSE
70	u-gluprot		2097	100			Urine		2.1.2.1.2.2.2.2.2.1	Glucose and Protein panel		Point in time (spot)	Urine			TRUE
70	u-partik		14759	100			Urine		2.1.2.1.2.2.2.2.2.1	Microscopic observation	Finding	Point in time (spot)	Urine sediment	Nar		FALSE
70	u-partikk		5466	100			Urine		2.1.2.1.2.2.2.2.2.1	Microscopic observation	Finding	Point in time (spot)	Urine sediment	Nar		FALSE
70	u-rakkoai	h	373	0	[2.84, 4, 4, 4.03, 5, 6, 6.66, 7.87, 8.33]		Urine		2.1.2.1.2.2.2.2.2.1	Bladder emptying time	Time	Point in time (spot)	^Patient	Qn		FALSE
70	u-rakkoai		5	100			Urine		2.1.2.1.2.2.2.2.2.1	Bladder emptying time	Time	Point in time (spot)	^Patient	Qn		FALSE
70	u-sakka		2736	100			Urine		2.1.2.1.2.2.2.2.2.1	Microscopic observation	Finding	Point in time (spot)	Urine sediment	Nar		FALSE
70	u-valvott		1125	100			Urine		2.1.2.1.2.2.2.2.2.1				Urine	Nar		FALSE
70	u-varabak		206	100			Urine		2.1.2.1.2.2.2.2.2.1				Urine	Nar		FALSE
73	-hinfnho		311	100					2.1.2.2.1.2.1.1		Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-hinnho		3618	100					2.1.2.2.1.2.1.1		Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-inabnho		4313	100		-Influenssa A ja B-virus, nukleiinihappo (kval)			2.1.2.2.1.2.1.1							TRUE
73	-inabnhoho		387	100					2.1.2.2.1.2.1.1							TRUE
73	-inabrsnho		432	100					2.1.2.2.1.2.1.1							TRUE
73	-inanho		356	100					2.1.2.2.1.2.1.1	Influenza A virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-inanhoho		409	100					2.1.2.2.1.2.1.1	Influenza A virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-inbnho		356	100					2.1.2.2.1.2.1.1	Influenza B virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-inbnhoho		411	100					2.1.2.2.1.2.1.1	Influenza B virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-infanho		122873	100		-Influenssa A -virus, nukleiinihappo (kval)			2.1.2.2.1.2.1.1	Influenza A virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-infbnho		95902	100		-Influenssa B-virus, nukleiinihappo (kval)			2.1.2.2.1.2.1.1	Influenza B virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-infvnho		1260	100		-Influenssa A-virus, variantti, nukleiinihappo (kval)			2.1.2.2.1.2.1.1	Influenza A virus variant	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-pin1nho		9246	100		-Parainfluenssa 1-virus, nukleiinihappo (kval)			2.1.2.2.1.2.1.1	Parainfluenza virus 1	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-pin2nho		9244	100		-Parainfluenssa 2-virus, nukleiinihappo (kval)			2.1.2.2.1.2.1.1	Parainfluenza virus 2	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-pin3nho		9240	100		-Parainfluenssa 3-virus, nukleiinihappo (kval)			2.1.2.2.1.2.1.1	Parainfluenza virus 3	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-pin4nho		9240	100		-Parainfluenssa 4-virus, nukleiinihappo (kval)			2.1.2.2.1.2.1.1	Parainfluenza virus 4	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-pinfnho		5018	100					2.1.2.2.1.2.1.1	Parainfluenza virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-rinonho		7403	100		-Rinovirus, nukleiinihappo (kval)			2.1.2.2.1.2.1.1	Rhinovirus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	-tintnho		595	100					2.1.2.2.1.2.1.1		Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	hinflnho		745	100					2.1.2.2.1.2.1.1	Haemophilus influenzae	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	inanho		7494	100					2.1.2.2.1.2.1.1	Influenza A virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	inbnho		7494	100					2.1.2.2.1.2.1.1	Influenza B virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	infanho		12417	100					2.1.2.2.1.2.1.1	Influenza A virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	infbnho		34660	100					2.1.2.2.1.2.1.1	Influenza B virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	infnho		766	100					2.1.2.2.1.2.1.1	Influenza virus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	pin1nho		4037	100					2.1.2.2.1.2.1.1	Parainfluenza virus 1	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	pin2nho		4036	100					2.1.2.2.1.2.1.1	Parainfluenza virus 2	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	pin3nho		4036	100					2.1.2.2.1.2.1.1	Parainfluenza virus 3	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	pin4nho		4034	100					2.1.2.2.1.2.1.1	Parainfluenza virus 4	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
73	rinonho		245	100					2.1.2.2.1.2.1.1	Rhinovirus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-aspenho		680	100		-Aspergillus, nukleiinihappo (kval)			2.1.2.2.1.2.1.2.1	Aspergillus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-baktnho		14771	100		-Bakteeri, nukleiinihappo (kval)			2.1.2.2.1.2.1.2.1	Bacteria	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-bocanho		1008	100					2.1.2.2.1.2.1.2.1	Human bocavirus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-bokanho		13005	100		-Bokavirus, nukleiinihappo (kval)			2.1.2.2.1.2.1.2.1	Human bocavirus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-bopanho		1739	100					2.1.2.2.1.2.1.2.1	Bordetella	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-bopenho		12052	100		-Bordetella pertussis, nukleiinihappo (kval)			2.1.2.2.1.2.1.2.1	Bordetella pertussis	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-bopenho.		1314	100					2.1.2.2.1.2.1.2.1	Bordetella pertussis	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-boppnho		3753	100					2.1.2.2.1.2.1.2.1	Bordetella pertussis+parapertussis	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-borrnho		1762	100		-Borrelia, nukleiinihappo (kval)			2.1.2.2.1.2.1.2.1	Borrelia	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-bparnho		314	100					2.1.2.2.1.2.1.2.1	Bordetella parapertussis	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	-rbaktnho		4646	100					2.1.2.2.1.2.1.2.1	Bacteria	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	baktnho		328	100					2.1.2.2.1.2.1.2.1	Bacteria	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	bokanho		222	100					2.1.2.2.1.2.1.2.1	Human bocavirus	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	bopenho		608	100					2.1.2.2.1.2.1.2.1	Bordetella pertussis	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	bparanho		1650	100					2.1.2.2.1.2.1.2.1	Bordetella parapertussis	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	f-baktnho		17469	100			Feces		2.1.2.2.1.2.1.2.1	Bacteria	Presence or Threshold	Point in time (spot)	Stool	Ord	Nucleic acid amplification with probe detection	FALSE
74	f-paranho		14240	99.99		F -Parasiitit, nukleiinihappo (kval)	Feces		2.1.2.2.1.2.1.2.1	Parasite	Presence or Threshold	Point in time (spot)	Stool	Ord	Nucleic acid amplification with probe detection	FALSE
74	f-salmnho		2354	100		F -Salmonella, nukleiinihappo (kval)	Feces		2.1.2.2.1.2.1.2.1	Salmonella	Presence or Threshold	Point in time (spot)	Stool	Ord	Nucleic acid amplification with probe detection	FALSE
74	f-saponho		4057	100		F -Sapovirus, nukleiinihappo (kval)	Feces		2.1.2.2.1.2.1.2.1	Sapovirus	Presence or Threshold	Point in time (spot)	Stool	Ord	Nucleic acid amplification with probe detection	FALSE
74	kv229enho		5976	100					2.1.2.2.1.2.1.2.1	Human coronavirus 229E	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	kvhku1nho		537	100					2.1.2.2.1.2.1.2.1	Human coronavirus HKU1	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	kvnl63nho		5975	100					2.1.2.2.1.2.1.2.1	Human coronavirus NL63	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	kvoc43nho		5977	100					2.1.2.2.1.2.1.2.1	Human coronavirus OC43	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	li-baktnho		268	100		Li-Bakteeri, nukleiinihappo (kval)	Cerebrospinal fluid		2.1.2.2.1.2.1.2.1	Bacteria	Presence or Threshold	Point in time (spot)	Cerebral spinal fluid	Ord	Nucleic acid amplification with probe detection	FALSE
74	resbaktnho		770	100					2.1.2.2.1.2.1.2.1	Bacteria	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
74	s-parvnho		208	99.04		S -Parvovirus, nukleiinihappo (kval)	Serum		2.1.2.2.1.2.1.2.1	Parvovirus B19	Presence or Threshold	Point in time (spot)	Serum	Ord	Nucleic acid amplification with probe detection	FALSE
74	salmnho		8183	100					2.1.2.2.1.2.1.2.1	Salmonella	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
79	cu-alb-mi	ug/min	7258	0	[2, 3.03, 4.27, 6.2, 9.73, 17, 34.68, 78.84, 221.36]	cU-Albumiini, mikroalbuminuria	Collected urine	Micro	2.1.2.2.2.1.1.1.2.1	Albumin	Mass Rate		Urine	Qn		FALSE
79	cu-alb-mi		1830	100	[2, 3.76, 5.36, 7.63, 12.69, 25, 48.21, 105.09, 287.3]	cU-Albumiini, mikroalbuminuria	Collected urine	Micro	2.1.2.2.2.1.1.1.2.1	Albumin	Mass Rate		Urine	Qn		FALSE
79	nu-alb-mi	mg/12h	12	0		nU-Albumiini, mikroalbuminuria	Night (morning) urine	Micro	2.1.2.2.2.1.1.1.2.1	Albumin	Mass/Time	12 hours	Urine	Qn		FALSE
79	nu-alb-mi	ug/min	155	0	[5, 8.88, 19.76, 34.34, 70.38, 107.14, 173.45, 320, 537.6]	nU-Albumiini, mikroalbuminuria	Night (morning) urine	Micro	2.1.2.2.2.1.1.1.2.1	Albumin	Mass Rate		Urine	Qn		FALSE
79	nu-alb-mi		157	68.15		nU-Albumiini, mikroalbuminuria	Night (morning) urine	Micro	2.1.2.2.2.1.1.1.2.1	Albumin	Mass Rate		Urine	Qn		FALSE
79	nu-albkre	mg/mmol	438	0	[0.3, 0.49, 0.65, 0.9, 1.28, 2, 4.09, 8.45, 23.14]		Night (morning) urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	nu-albkre		2191	62.12	[0.39, 0.5, 0.69, 0.87, 1.2, 1.82, 2.88, 6.31, 19.04]		Night (morning) urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	nu-albkrea	mg/mmol	20929	0	[0.33, 0.49, 0.66, 0.9, 1.32, 2.09, 3.79, 8.38, 27.64]		Night (morning) urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	nu-albkrea		26197	100	[0.21, 0.36, 0.51, 0.7, 1.05, 1.62, 2.84, 6.09, 18.42]		Night (morning) urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-a1mikre		113	12.39	[1, 2.43, 3.5, 6.91, 9.03, 11.18, 14.78, 18.06, 35.1]		Urine		2.1.2.2.2.1.1.1.2.1	Alpha-1-microglobulin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-alb-0		992	100			Urine		2.1.2.2.2.1.1.1.2.1	Albumin	Presence or Threshold	Point in time (spot)	Urine	Ord		FALSE
79	u-alb-lb	mg/l	70	0			Urine		2.1.2.2.2.1.1.1.2.1	Albumin	Mass Concentration	Point in time (spot)	Urine	Qn		FALSE
79	u-alb-lb		50	98			Urine		2.1.2.2.2.1.1.1.2.1	Albumin	Mass Concentration	Point in time (spot)	Urine	Qn		FALSE
79	u-alb-mi	mg/l	7488	0	[3.01, 4.02, 5.51, 7.59, 11.17, 18.74, 35.95, 87.24, 325.25]		Urine	Micro	2.1.2.2.2.1.1.1.2.1	Albumin	Mass Concentration	Point in time (spot)	Urine	Qn		FALSE
79	u-alb-mi		3031	100	[1.94, 3, 4.21, 6.03, 8.61, 11.71, 20.86, 50.08, 291.2]		Urine	Micro	2.1.2.2.2.1.1.1.2.1	Albumin	Mass Concentration	Point in time (spot)	Urine	Qn		FALSE
79	u-alb-o	estimate	161670	2.95	[0, 0, 0, 0, 0, 0, 0, 0, 0]	U -Albumiini (kval)	Urine	Qualitative test (also semi-quantitative)	2.1.2.2.2.1.1.1.2.1	Albumin	Presence or Threshold	Point in time (spot)	Urine	Ord		FALSE
79	u-alb-o	form	287	0	[0, 0, 0, 0, 0, 0, 0, 0, 0]	U -Albumiini (kval)	Urine	Qualitative test (also semi-quantitative)	2.1.2.2.2.1.1.1.2.1	Albumin	Presence or Threshold	Point in time (spot)	Urine	Ord		FALSE
79	u-alb-o		312867	100	[0, 0, 0, 0, 0, 0, 0, 0, 0]	U -Albumiini (kval)	Urine	Qualitative test (also semi-quantitative)	2.1.2.2.2.1.1.1.2.1	Albumin	Presence or Threshold	Point in time (spot)	Urine	Ord		FALSE
79	u-alb/kre	g/mol	142	0	[1.78, 3.02, 3.92, 5.37, 8.28, 16.58, 32.75, 51.54, 140.31]		Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-alb/kre	mg/mmol	2591	0	[0.3, 0.42, 0.6, 0.84, 1.25, 2.07, 3.99, 8.87, 30.32]		Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-alb/kre		2491	96.87			Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-alb/kre,u-alb		247	39.27	[6.13, 7.52, 9.27, 12.32, 15.29, 19.26, 37.25, 66.2, 187.73]		Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-alb/kre,u-alb/krea	mg/mmol	148	0	[0.59, 0.74, 0.99, 1.41, 1.89, 3.03, 5.25, 10.21, 22.45]		Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-alb/kre,u-alb/krea		99	96.97			Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-alb/kre,u-krea		247	0.81	[3.67, 4.76, 5.83, 6.76, 7.67, 8.61, 9.82, 10.75, 12.92]		Urine		2.1.2.2.2.1.1.1.2.1	Creatinine	Substance Concentration	Point in time (spot)	Urine	Qn		FALSE
79	u-alb/krea	g/mol	49	0			Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-alb/krea	mg/mmol	879	0	[0.29, 0.4, 0.52, 0.73, 1.06, 1.82, 2.87, 5.79, 14.42]		Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-alb/krea		812	100			Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-albkre	g/mol	10	0		U -Albumiinin ja kreatiniinin suhde	Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-albkre	mg/mmol	294883	0.26	[0.31, 0.5, 0.7, 1.03, 1.68, 3, 6.29, 16.55, 61.66]	U -Albumiinin ja kreatiniinin suhde	Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-albkre		200553	100	[0.3, 0.4, 0.59, 0.81, 1.18, 1.92, 3.44, 7.04, 20.74]	U -Albumiinin ja kreatiniinin suhde	Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-albkrea	mg/mmol	10590	0	[0.3, 0.44, 0.59, 0.73, 0.97, 1.31, 1.85, 3.03, 9.45]		Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-albkrea	mg/mmol/l	81	0			Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-albkrea		15486	73.32	[0.4, 0.65, 1.06, 1.98, 3.39, 4.96, 7.85, 14.4, 37.26]		Urine		2.1.2.2.2.1.1.1.2.1	Albumin/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-alvhu4a		760	100			Urine		2.1.2.2.2.1.1.1.2.1			Point in time (spot)	Urine	Nar		FALSE
79	u-alvhu5b		912	100			Urine		2.1.2.2.2.1.1.1.2.1			Point in time (spot)	Urine	Nar		FALSE
79	u-alvhu6a		1273	100			Urine		2.1.2.2.2.1.1.1.2.1			Point in time (spot)	Urine	Nar		FALSE
79	u-cakre		106	48.11			Urine		2.1.2.2.2.1.1.1.2.1	Calcium/Creatinine	Ratio	Point in time (spot)	Urine	Qn		FALSE
79	u-happamuus		204	0.49	[6.5, 6.5, 7, 7, 7, 7, 7.5, 7.5, 8]		Urine		2.1.2.2.2.1.1.1.2.1	pH	pH	Point in time (spot)	Urine	Qn		FALSE
